,庫房,料號,品名,數量,週
1312,DLN5,A04800036,靜脈輸液套，附Y加葯管,6.0,1
1322,DLN5,A04800036,靜脈輸液套，附Y加葯管,10.0,2
1326,DLN5,A04800036,靜脈輸液套，附Y加葯管,4.0,3
1328,DLN5,A04800036,靜脈輸液套，附Y加葯管,2.0,4
4265,DLN5,A04800036,靜脈輸液套，附Y加葯管,2.0,5
4279,DLN5,A04800036,靜脈輸液套，附Y加葯管,18.0,6
4293,DLN5,A04800036,靜脈輸液套，附Y加葯管,15.0,7
4305,DLN5,A04800036,靜脈輸液套，附Y加葯管,14.0,8
4318,DLN5,A04800036,靜脈輸液套，附Y加葯管,17.0,9
8718,DLN5,A04800036,靜脈輸液套，附Y加葯管,14.0,10
8740,DLN5,A04800036,靜脈輸液套，附Y加葯管,27.0,11
8761,DLN5,A04800036,靜脈輸液套，附Y加葯管,24.0,12
8786,DLN5,A04800036,靜脈輸液套，附Y加葯管,29.0,13
14333,DLN5,A04800036,靜脈輸液套，附Y加葯管,21.0,14
14361,DLN5,A04800036,靜脈輸液套，附Y加葯管,38.0,15
14382,DLN5,A04800036,靜脈輸液套，附Y加葯管,37.0,16
14403,DLN5,A04800036,靜脈輸液套，附Y加葯管,25.0,17
19511,DLN5,A04800036,靜脈輸液套，附Y加葯管,22.0,18
19527,DLN5,A04800036,靜脈輸液套，附Y加葯管,16.0,19
19541,DLN5,A04800036,靜脈輸液套，附Y加葯管,14.0,20
19550,DLN5,A04800036,靜脈輸液套，附Y加葯管,10.0,21
19566,DLN5,A04800036,靜脈輸液套，附Y加葯管,17.0,22
24102,DLN5,A04800036,靜脈輸液套，附Y加葯管,9.0,23
24114,DLN5,A04800036,靜脈輸液套，附Y加葯管,12.0,24
24129,DLN5,A04800036,靜脈輸液套，附Y加葯管,17.0,25
24146,DLN5,A04800036,靜脈輸液套，附Y加葯管,26.0,26
28808,DLN5,A04800036,靜脈輸液套，附Y加葯管,15.0,27
28821,DLN5,A04800036,靜脈輸液套，附Y加葯管,15.0,28
28827,DLN5,A04800036,靜脈輸液套，附Y加葯管,7.0,29
28843,DLN5,A04800036,靜脈輸液套，附Y加葯管,20.0,30
33629,DLN5,A04800036,靜脈輸液套，附Y加葯管,12.0,31
33645,DLN5,A04800036,靜脈輸液套，附Y加葯管,20.0,32
33671,DLN5,A04800036,靜脈輸液套，附Y加葯管,34.0,33
33691,DLN5,A04800036,靜脈輸液套，附Y加葯管,24.0,34
33724,DLN5,A04800036,靜脈輸液套，附Y加葯管,43.0,35
38379,DLN5,A04800036,靜脈輸液套，附Y加葯管,31.0,36
38401,DLN5,A04800036,靜脈輸液套，附Y加葯管,24.0,37
38413,DLN5,A04800036,靜脈輸液套，附Y加葯管,12.0,38
38423,DLN5,A04800036,靜脈輸液套，附Y加葯管,11.0,39
43443,DLN5,A04800036,靜脈輸液套，附Y加葯管,17.0,40
43457,DLN5,A04800036,靜脈輸液套，附Y加葯管,18.0,41
43483,DLN5,A04800036,靜脈輸液套，附Y加葯管,28.0,42
43507,DLN5,A04800036,靜脈輸液套，附Y加葯管,31.0,43
48558,DLN5,A04800036,靜脈輸液套，附Y加葯管,25.0,44
48572,DLN5,A04800036,靜脈輸液套，附Y加葯管,16.0,45
48582,DLN5,A04800036,靜脈輸液套，附Y加葯管,11.0,46
48604,DLN5,A04800036,靜脈輸液套，附Y加葯管,23.0,47
48618,DLN5,A04800036,靜脈輸液套，附Y加葯管,15.0,48
53438,DLN5,A04800036,靜脈輸液套，附Y加葯管,12.0,49
53453,DLN5,A04800036,靜脈輸液套，附Y加葯管,15.0,50
53472,DLN5,A04800036,靜脈輸液套，附Y加葯管,19.0,51
53482,DLN5,A04800036,靜脈輸液套，附Y加葯管,13.0,52
