,庫房,料號,品名,數量,週
799,DLN5,A02120180,塑膠注射針頭,8.0,1
811,DLN5,A02120180,塑膠注射針頭,22.0,2
830,DLN5,A02120180,塑膠注射針頭,27.0,3
832,DLN5,A02120180,塑膠注射針頭,2.0,4
3349,DLN5,A02120180,塑膠注射針頭,6.0,5
3364,DLN5,A02120180,塑膠注射針頭,17.0,6
3377,DLN5,A02120180,塑膠注射針頭,19.0,7
3392,DLN5,A02120180,塑膠注射針頭,16.0,8
7322,DLN5,A02120180,塑膠注射針頭,12.0,9
7349,DLN5,A02120180,塑膠注射針頭,44.0,10
7370,DLN5,A02120180,塑膠注射針頭,36.0,11
7394,DLN5,A02120180,塑膠注射針頭,27.0,12
7440,DLN5,A02120180,塑膠注射針頭,79.0,13
12655,DLN5,A02120180,塑膠注射針頭,133.0,14
12721,DLN5,A02120180,塑膠注射針頭,119.0,15
12765,DLN5,A02120180,塑膠注射針頭,81.0,16
12832,DLN5,A02120180,塑膠注射針頭,106.0,17
18242,DLN5,A02120180,塑膠注射針頭,80.0,18
18286,DLN5,A02120180,塑膠注射針頭,52.0,19
18324,DLN5,A02120180,塑膠注射針頭,67.0,20
18337,DLN5,A02120180,塑膠注射針頭,21.0,21
18367,DLN5,A02120180,塑膠注射針頭,39.0,22
22915,DLN5,A02120180,塑膠注射針頭,54.0,23
22956,DLN5,A02120180,塑膠注射針頭,55.0,24
22994,DLN5,A02120180,塑膠注射針頭,58.0,25
23030,DLN5,A02120180,塑膠注射針頭,70.0,26
27537,DLN5,A02120180,塑膠注射針頭,89.0,27
27583,DLN5,A02120180,塑膠注射針頭,59.0,28
27605,DLN5,A02120180,塑膠注射針頭,30.0,29
27632,DLN5,A02120180,塑膠注射針頭,37.0,30
32371,DLN5,A02120180,塑膠注射針頭,18.0,31
32394,DLN5,A02120180,塑膠注射針頭,34.0,32
32419,DLN5,A02120180,塑膠注射針頭,46.0,33
32446,DLN5,A02120180,塑膠注射針頭,37.0,34
32508,DLN5,A02120180,塑膠注射針頭,102.0,35
37149,DLN5,A02120180,塑膠注射針頭,39.0,36
37191,DLN5,A02120180,塑膠注射針頭,54.0,37
37227,DLN5,A02120180,塑膠注射針頭,55.0,38
37253,DLN5,A02120180,塑膠注射針頭,31.0,39
41780,DLN5,A02120180,塑膠注射針頭,21.0,40
41793,DLN5,A02120180,塑膠注射針頭,13.0,41
41837,DLN5,A02120180,塑膠注射針頭,71.0,42
41863,DLN5,A02120180,塑膠注射針頭,37.0,43
47114,DLN5,A02120180,塑膠注射針頭,22.0,44
47132,DLN5,A02120180,塑膠注射針頭,20.0,45
47151,DLN5,A02120180,塑膠注射針頭,28.0,46
47181,DLN5,A02120180,塑膠注射針頭,44.0,47
47194,DLN5,A02120180,塑膠注射針頭,17.0,48
51913,DLN5,A02120180,塑膠注射針頭,47.0,49
51938,DLN5,A02120180,塑膠注射針頭,37.0,50
51961,DLN5,A02120180,塑膠注射針頭,35.0,51
51976,DLN5,A02120180,塑膠注射針頭,25.0,52
