,庫房,料號,品名,數量,週
721,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),20.0,1
742,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),46.0,2
764,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),51.0,3
772,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),11.0,4
3217,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),27.0,5
3237,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),34.0,6
3253,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),21.0,7
3275,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),26.0,8
7005,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),34.0,9
7042,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),93.0,10
7069,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),55.0,11
7108,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),56.0,12
7180,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),140.0,13
12220,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),183.0,14
12314,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),232.0,15
12377,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),130.0,16
12474,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),189.0,17
17998,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),156.0,18
18063,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),102.0,19
18110,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),81.0,20
18127,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),29.0,21
18159,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),49.0,22
22654,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),77.0,23
22701,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),89.0,24
22747,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),75.0,25
22792,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),91.0,26
27333,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),125.0,27
27391,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),104.0,28
27412,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),29.0,29
27444,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),54.0,30
32102,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),26.0,31
32146,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),85.0,32
32195,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),94.0,33
32230,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),47.0,34
32306,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),133.0,35
36944,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),57.0,36
36996,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),71.0,37
37029,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),45.0,38
37061,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),44.0,39
41541,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),39.0,40
41556,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),19.0,41
41612,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),109.0,42
41643,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),54.0,43
46976,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),26.0,44
46996,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),25.0,45
47015,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),27.0,46
47046,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),40.0,47
47063,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),25.0,48
51745,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),71.0,49
51771,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),48.0,50
51795,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),39.0,51
51815,DLN5,A00120213,20CC塑膠注射空針直插  (無螺紋),34.0,52
