,庫房,料號,品名,數量,週
1048,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,20.0,1
1087,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,41.0,2
1130,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,45.0,3
1138,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,8.0,4
1151,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,13.0,5
3849,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,56.0,6
3902,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,54.0,7
3951,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,49.0,8
8021,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,47.0,9
8065,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,44.0,10
8119,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,54.0,11
8165,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,47.0,12
8220,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,58.0,13
13435,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,46.0,14
13502,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,68.0,15
13569,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,69.0,16
13635,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,66.0,17
18816,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,62.0,18
18867,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,53.0,19
18933,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,67.0,20
18978,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,45.0,21
19025,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,49.0,22
23484,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,43.0,23
23540,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,60.0,24
23603,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,66.0,25
23653,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,50.0,26
28107,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,66.0,27
28167,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,59.0,28
28220,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,54.0,29
28273,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,56.0,30
32938,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,61.0,31
33001,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,66.0,32
33064,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,64.0,33
33117,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,55.0,34
33177,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,62.0,35
37696,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,57.0,36
37747,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,52.0,37
37807,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,61.0,38
37877,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,75.0,39
42290,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,51.0,40
42338,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,48.0,41
42402,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,68.0,42
42465,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,66.0,43
47603,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,51.0,44
47661,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,62.0,45
47714,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,56.0,46
47780,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,67.0,47
47832,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,53.0,48
52403,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,61.0,49
52445,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,45.0,50
52501,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,58.0,51
52548,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,50.0,52
