,庫房,料號,品名,數量,週
1538,DLN5,B03110120,人工薄膜,1.0,1
1550,DLN5,B03110120,人工薄膜,16.0,2
1558,DLN5,B03110120,人工薄膜,10.0,3
1560,DLN5,B03110120,人工薄膜,3.0,4
1566,DLN5,B03110120,人工薄膜,6.0,5
4722,DLN5,B03110120,人工薄膜,14.0,6
4733,DLN5,B03110120,人工薄膜,15.0,7
4744,DLN5,B03110120,人工薄膜,15.0,8
9256,DLN5,B03110120,人工薄膜,33.0,9
9266,DLN5,B03110120,人工薄膜,16.0,10
9277,DLN5,B03110120,人工薄膜,11.0,11
9290,DLN5,B03110120,人工薄膜,22.0,12
9306,DLN5,B03110120,人工薄膜,43.0,13
14909,DLN5,B03110120,人工薄膜,43.0,14
14926,DLN5,B03110120,人工薄膜,38.0,15
14945,DLN5,B03110120,人工薄膜,38.0,16
14957,DLN5,B03110120,人工薄膜,21.0,17
20000,DLN5,B03110120,人工薄膜,24.0,18
20008,DLN5,B03110120,人工薄膜,15.0,19
20018,DLN5,B03110120,人工薄膜,23.0,20
20032,DLN5,B03110120,人工薄膜,23.0,21
20051,DLN5,B03110120,人工薄膜,44.0,22
24647,DLN5,B03110120,人工薄膜,27.0,23
24670,DLN5,B03110120,人工薄膜,41.0,24
24689,DLN5,B03110120,人工薄膜,26.0,25
24699,DLN5,B03110120,人工薄膜,14.0,26
29331,DLN5,B03110120,人工薄膜,21.0,27
29339,DLN5,B03110120,人工薄膜,22.0,28
29346,DLN5,B03110120,人工薄膜,9.0,29
29355,DLN5,B03110120,人工薄膜,9.0,30
34249,DLN5,B03110120,人工薄膜,15.0,31
34256,DLN5,B03110120,人工薄膜,8.0,32
34272,DLN5,B03110120,人工薄膜,23.0,33
34288,DLN5,B03110120,人工薄膜,21.0,34
34299,DLN5,B03110120,人工薄膜,10.0,35
38993,DLN5,B03110120,人工薄膜,29.0,36
39006,DLN5,B03110120,人工薄膜,15.0,37
39016,DLN5,B03110120,人工薄膜,14.0,38
39022,DLN5,B03110120,人工薄膜,10.0,39
43922,DLN5,B03110120,人工薄膜,21.0,40
43935,DLN5,B03110120,人工薄膜,14.0,41
43947,DLN5,B03110120,人工薄膜,12.0,42
43956,DLN5,B03110120,人工薄膜,16.0,43
49065,DLN5,B03110120,人工薄膜,20.0,44
49088,DLN5,B03110120,人工薄膜,40.0,45
49096,DLN5,B03110120,人工薄膜,10.0,46
49106,DLN5,B03110120,人工薄膜,17.0,47
49120,DLN5,B03110120,人工薄膜,19.0,48
53954,DLN5,B03110120,人工薄膜,28.0,49
53970,DLN5,B03110120,人工薄膜,31.0,50
53978,DLN5,B03110120,人工薄膜,9.0,51
53990,DLN5,B03110120,人工薄膜,13.0,52
