,庫房,料號,品名,數量,帳務日期,週,工作日
6214,DLN6,F41200000,痰液收集器,0,2021/1/13,1,True
6215,DLN6,F41200000,痰液收集器,2,2021/1/15,2,True
6218,DLN6,F41200000,痰液收集器,5,2021/1/20,3,True
6221,DLN6,F41200000,痰液收集器,5,2021/1/31,4,False
13232,DLN6,F41200000,痰液收集器,1,2021/2/5,5,True
13234,DLN6,F41200000,痰液收集器,2,2021/2/11,6,False
13236,DLN6,F41200000,痰液收集器,2,2021/2/19,7,True
13242,DLN6,F41200000,痰液收集器,6,2021/2/28,8,False
20591,DLN6,F41200000,痰液收集器,1,2021/3/3,9,True
6214,DLN6,F41200000,痰液收集器,0,2021/1/13,10,True
20592,DLN6,F41200000,痰液收集器,1,2021/3/17,11,True
20597,DLN6,F41200000,痰液收集器,5,2021/3/25,12,True
6214,DLN6,F41200000,痰液收集器,0,2021/1/13,13,True
27944,DLN6,F41200000,痰液收集器,5,2021/4/11,14,False
6214,DLN6,F41200000,痰液收集器,0,2021/1/13,15,True
27951,DLN6,F41200000,痰液收集器,7,2021/4/25,16,True
27953,DLN6,F41200000,痰液收集器,2,2021/4/28,17,True
36225,DLN6,F41200000,痰液收集器,1,2021/5/3,18,False
36228,DLN6,F41200000,痰液收集器,3,2021/5/14,19,True
36234,DLN6,F41200000,痰液收集器,6,2021/5/23,20,False
36239,DLN6,F41200000,痰液收集器,5,2021/5/28,21,True
44884,DLN6,F41200000,痰液收集器,2,2021/6/2,22,True
44888,DLN6,F41200000,痰液收集器,6,2021/6/10,23,True
44889,DLN6,F41200000,痰液收集器,1,2021/6/14,24,False
44890,DLN6,F41200000,痰液收集器,1,2021/6/26,25,False
54248,DLN6,F41200000,痰液收集器,8,2021/7/4,26,False
54254,DLN6,F41200000,痰液收集器,6,2021/7/11,27,False
54257,DLN6,F41200000,痰液收集器,3,2021/7/15,28,True
6214,DLN6,F41200000,痰液收集器,0,2021/1/13,29,True
54260,DLN6,F41200000,痰液收集器,3,2021/7/30,30,True
62593,DLN6,F41200000,痰液收集器,6,2021/8/8,31,False
62595,DLN6,F41200000,痰液收集器,2,2021/8/14,32,False
6214,DLN6,F41200000,痰液收集器,0,2021/1/13,33,True
62599,DLN6,F41200000,痰液收集器,4,2021/8/28,34,False
62601,DLN6,F41200000,痰液收集器,2,2021/8/31,35,True
6214,DLN6,F41200000,痰液收集器,0,2021/1/13,36,True
71068,DLN6,F41200000,痰液收集器,9,2021/9/19,37,False
6214,DLN6,F41200000,痰液收集器,0,2021/1/13,38,True
71070,DLN6,F41200000,痰液收集器,2,2021/9/30,39,True
78736,DLN6,F41200000,痰液收集器,2,2021/10/6,40,False
78739,DLN6,F41200000,痰液收集器,3,2021/10/17,41,False
78742,DLN6,F41200000,痰液收集器,3,2021/10/20,42,True
78746,DLN6,F41200000,痰液收集器,4,2021/10/27,43,True
86778,DLN6,F41200000,痰液收集器,1,2021/11/1,44,True
86781,DLN6,F41200000,痰液收集器,3,2021/11/14,45,False
86788,DLN6,F41200000,痰液收集器,7,2021/11/20,46,False
86789,DLN6,F41200000,痰液收集器,1,2021/11/28,47,False
93681,DLN6,F41200000,痰液收集器,2,2021/12/2,48,True
93684,DLN6,F41200000,痰液收集器,3,2021/12/11,49,False
6214,DLN6,F41200000,痰液收集器,0,2021/1/13,50,True
93687,DLN6,F41200000,痰液收集器,3,2021/12/23,51,True
6214,DLN6,F41200000,痰液收集器,0,2021/1/13,52,True
