,庫房,料號,品名,數量,週,工作日,帳務日期
4726,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,2.0,1,True,2021-01-04
4727,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,1.0,2,True,2021-01-13
4731,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,5.0,3,False,2021-01-23
4735,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,4.0,4,True,2021-01-29
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,5,True,2021-01-04
9610,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,1.0,6,True,2021-02-08
9613,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,3.0,7,True,2021-02-18
9614,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,1.0,8,True,2021-02-22
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,9,True,2021-01-04
14686,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,2.0,10,True,2021-03-10
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,11,True,2021-01-04
14691,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,5.0,12,True,2021-03-25
19228,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,2.0,13,True,2021-04-01
19231,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,3.0,14,True,2021-04-08
19232,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,1.0,15,True,2021-04-13
19234,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,2.0,16,True,2021-04-22
19237,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,3.0,17,True,2021-04-28
21703,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,1.0,18,False,2021-05-03
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,19,True,2021-01-04
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,20,True,2021-01-04
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,21,True,2021-01-04
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,22,True,2021-01-04
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,23,True,2021-01-04
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,24,True,2021-01-04
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,25,True,2021-01-04
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,26,True,2021-01-04
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,27,True,2021-01-04
26172,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,1.0,28,True,2021-07-14
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,29,True,2021-01-04
26173,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,1.0,30,True,2021-07-26
30037,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,1.0,31,True,2021-08-06
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,32,True,2021-01-04
30038,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,1.0,33,True,2021-08-18
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,34,True,2021-01-04
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,35,True,2021-01-04
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,36,True,2021-01-04
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,37,True,2021-01-04
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,38,True,2021-01-04
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,39,True,2021-01-04
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,40,True,2021-01-04
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,41,True,2021-01-04
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,42,True,2021-01-04
36853,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,1.0,43,True,2021-10-29
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,44,True,2021-01-04
39951,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,1.0,45,True,2021-11-12
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,46,True,2021-01-04
39954,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,3.0,47,True,2021-11-26
42998,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,2.0,48,True,2021-12-03
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,49,True,2021-01-04
43000,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,3.0,50,True,2021-12-17
43002,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,3.0,51,True,2021-12-24
4725,DLN8,Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,52,True,2021-01-04
