,庫房,料號,品名,數量,週,工作日,帳務日期
911,DLN8,A00120504,50cc塑膠注射空針-非螺紋,4.0,1,False,2021-01-10
922,DLN8,A00120504,50cc塑膠注射空針-非螺紋,17.0,2,False,2021-01-17
929,DLN8,A00120504,50cc塑膠注射空針-非螺紋,7.0,3,True,2021-01-22
931,DLN8,A00120504,50cc塑膠注射空針-非螺紋,4.0,4,False,2021-01-31
5725,DLN8,A00120504,50cc塑膠注射空針-非螺紋,4.0,5,True,2021-02-07
5732,DLN8,A00120504,50cc塑膠注射空針-非螺紋,7.0,6,False,2021-02-11
5758,DLN8,A00120504,50cc塑膠注射空針-非螺紋,39.0,7,False,2021-02-21
5778,DLN8,A00120504,50cc塑膠注射空針-非螺紋,21.0,8,False,2021-02-28
10676,DLN8,A00120504,50cc塑膠注射空針-非螺紋,2.0,9,True,2021-03-04
10679,DLN8,A00120504,50cc塑膠注射空針-非螺紋,3.0,10,False,2021-03-13
10681,DLN8,A00120504,50cc塑膠注射空針-非螺紋,2.0,11,False,2021-03-21
10684,DLN8,A00120504,50cc塑膠注射空針-非螺紋,3.0,12,True,2021-03-24
15647,DLN8,A00120504,50cc塑膠注射空針-非螺紋,5.0,13,True,2021-04-02
15651,DLN8,A00120504,50cc塑膠注射空針-非螺紋,4.0,14,True,2021-04-09
15657,DLN8,A00120504,50cc塑膠注射空針-非螺紋,6.0,15,True,2021-04-16
15659,DLN8,A00120504,50cc塑膠注射空針-非螺紋,2.0,16,True,2021-04-21
19774,DLN8,A00120504,50cc塑膠注射空針-非螺紋,9.0,17,False,2021-05-02
19782,DLN8,A00120504,50cc塑膠注射空針-非螺紋,10.0,18,False,2021-05-09
19791,DLN8,A00120504,50cc塑膠注射空針-非螺紋,12.0,19,True,2021-05-14
19795,DLN8,A00120504,50cc塑膠注射空針-非螺紋,6.0,20,False,2021-05-23
19797,DLN8,A00120504,50cc塑膠注射空針-非螺紋,2.0,21,True,2021-05-26
21932,DLN8,A00120504,50cc塑膠注射空針-非螺紋,2.0,22,False,2021-06-06
21934,DLN8,A00120504,50cc塑膠注射空針-非螺紋,2.0,23,True,2021-06-08
907,DLN8,A00120504,50cc塑膠注射空針-非螺紋,0.0,24,False,2021-01-02
21935,DLN8,A00120504,50cc塑膠注射空針-非螺紋,1.0,25,True,2021-06-21
907,DLN8,A00120504,50cc塑膠注射空針-非螺紋,0.0,26,False,2021-01-02
23360,DLN8,A00120504,50cc塑膠注射空針-非螺紋,12.0,27,False,2021-07-11
23376,DLN8,A00120504,50cc塑膠注射空針-非螺紋,19.0,28,False,2021-07-18
23382,DLN8,A00120504,50cc塑膠注射空針-非螺紋,6.0,29,False,2021-07-25
26955,DLN8,A00120504,50cc塑膠注射空針-非螺紋,25.0,30,False,2021-08-01
26959,DLN8,A00120504,50cc塑膠注射空針-非螺紋,4.0,31,True,2021-08-04
26960,DLN8,A00120504,50cc塑膠注射空針-非螺紋,1.0,32,True,2021-08-09
26963,DLN8,A00120504,50cc塑膠注射空針-非螺紋,3.0,33,False,2021-08-22
26966,DLN8,A00120504,50cc塑膠注射空針-非螺紋,3.0,34,True,2021-08-25
30782,DLN8,A00120504,50cc塑膠注射空針-非螺紋,6.0,35,False,2021-09-05
30791,DLN8,A00120504,50cc塑膠注射空針-非螺紋,13.0,36,False,2021-09-12
30805,DLN8,A00120504,50cc塑膠注射空針-非螺紋,18.0,37,False,2021-09-19
30815,DLN8,A00120504,50cc塑膠注射空針-非螺紋,10.0,38,True,2021-09-23
34209,DLN8,A00120504,50cc塑膠注射空針-非螺紋,7.0,39,False,2021-10-03
34212,DLN8,A00120504,50cc塑膠注射空針-非螺紋,3.0,40,False,2021-10-05
34214,DLN8,A00120504,50cc塑膠注射空針-非螺紋,2.0,41,True,2021-10-13
34221,DLN8,A00120504,50cc塑膠注射空針-非螺紋,8.0,42,False,2021-10-24
34227,DLN8,A00120504,50cc塑膠注射空針-非螺紋,9.0,43,False,2021-10-31
37662,DLN8,A00120504,50cc塑膠注射空針-非螺紋,7.0,44,False,2021-11-07
37675,DLN8,A00120504,50cc塑膠注射空針-非螺紋,14.0,45,False,2021-11-14
37684,DLN8,A00120504,50cc塑膠注射空針-非螺紋,12.0,46,False,2021-11-20
37688,DLN8,A00120504,50cc塑膠注射空針-非螺紋,10.0,47,False,2021-11-28
40712,DLN8,A00120504,50cc塑膠注射空針-非螺紋,6.0,48,True,2021-12-03
40717,DLN8,A00120504,50cc塑膠注射空針-非螺紋,5.0,49,False,2021-12-12
40728,DLN8,A00120504,50cc塑膠注射空針-非螺紋,11.0,50,False,2021-12-19
40730,DLN8,A00120504,50cc塑膠注射空針-非螺紋,2.0,51,True,2021-12-22
907,DLN8,A00120504,50cc塑膠注射空針-非螺紋,0.0,52,False,2021-01-02
