,庫房,料號,品名,數量,週,工作日,帳務日期
3746,DLN8,G81500272,血糖試紙,253.0,1,False,2021-01-10
4019,DLN8,G81500272,血糖試紙,367.0,2,False,2021-01-17
4209,DLN8,G81500272,血糖試紙,242.0,3,False,2021-01-24
4436,DLN8,G81500272,血糖試紙,276.0,4,False,2021-01-31
8667,DLN8,G81500272,血糖試紙,273.0,5,True,2021-02-07
8853,DLN8,G81500272,血糖試紙,246.0,6,False,2021-02-14
9084,DLN8,G81500272,血糖試紙,305.0,7,False,2021-02-21
9315,DLN8,G81500272,血糖試紙,320.0,8,False,2021-02-28
13693,DLN8,G81500272,血糖試紙,248.0,9,False,2021-03-07
13895,DLN8,G81500272,血糖試紙,265.0,10,False,2021-03-14
14058,DLN8,G81500272,血糖試紙,217.0,11,False,2021-03-21
14299,DLN8,G81500272,血糖試紙,342.0,12,False,2021-03-28
18301,DLN8,G81500272,血糖試紙,309.0,13,False,2021-04-04
18439,DLN8,G81500272,血糖試紙,243.0,14,False,2021-04-11
18590,DLN8,G81500272,血糖試紙,208.0,15,False,2021-04-18
18776,DLN8,G81500272,血糖試紙,258.0,16,True,2021-04-25
21233,DLN8,G81500272,血糖試紙,213.0,17,False,2021-05-02
21379,DLN8,G81500272,血糖試紙,289.0,18,False,2021-05-09
21480,DLN8,G81500272,血糖試紙,195.0,19,False,2021-05-16
21503,DLN8,G81500272,血糖試紙,35.0,20,False,2021-05-23
21519,DLN8,G81500272,血糖試紙,16.0,21,False,2021-05-30
22499,DLN8,G81500272,血糖試紙,19.0,22,False,2021-06-06
22517,DLN8,G81500272,血糖試紙,23.0,23,False,2021-06-12
22521,DLN8,G81500272,血糖試紙,6.0,24,True,2021-06-18
22537,DLN8,G81500272,血糖試紙,16.0,25,False,2021-06-27
25360,DLN8,G81500272,血糖試紙,67.0,26,False,2021-07-04
25428,DLN8,G81500272,血糖試紙,79.0,27,False,2021-07-11
25529,DLN8,G81500272,血糖試紙,135.0,28,False,2021-07-18
25762,DLN8,G81500272,血糖試紙,282.0,29,False,2021-07-25
29128,DLN8,G81500272,血糖試紙,293.0,30,False,2021-08-01
29227,DLN8,G81500272,血糖試紙,159.0,31,False,2021-08-08
29354,DLN8,G81500272,血糖試紙,194.0,32,False,2021-08-15
29566,DLN8,G81500272,血糖試紙,309.0,33,False,2021-08-22
29764,DLN8,G81500272,血糖試紙,271.0,34,False,2021-08-29
32761,DLN8,G81500272,血糖試紙,260.0,35,False,2021-09-05
32894,DLN8,G81500272,血糖試紙,238.0,36,False,2021-09-12
32990,DLN8,G81500272,血糖試紙,272.0,37,False,2021-09-19
33094,DLN8,G81500272,血糖試紙,223.0,38,True,2021-09-26
36182,DLN8,G81500272,血糖試紙,239.0,39,False,2021-10-03
36279,DLN8,G81500272,血糖試紙,194.0,40,False,2021-10-10
36379,DLN8,G81500272,血糖試紙,186.0,41,False,2021-10-17
36500,DLN8,G81500272,血糖試紙,239.0,42,False,2021-10-24
36583,DLN8,G81500272,血糖試紙,176.0,43,False,2021-10-31
39458,DLN8,G81500272,血糖試紙,146.0,44,False,2021-11-07
39498,DLN8,G81500272,血糖試紙,68.0,45,False,2021-11-14
39555,DLN8,G81500272,血糖試紙,128.0,46,False,2021-11-21
39635,DLN8,G81500272,血糖試紙,177.0,47,False,2021-11-28
42531,DLN8,G81500272,血糖試紙,77.0,48,False,2021-12-05
42587,DLN8,G81500272,血糖試紙,127.0,49,False,2021-12-12
42655,DLN8,G81500272,血糖試紙,190.0,50,False,2021-12-19
42731,DLN8,G81500272,血糖試紙,182.0,51,False,2021-12-26
42766,DLN8,G81500272,血糖試紙,81.0,52,True,2021-12-31
