,庫房,料號,品名,數量,週,工作日,帳務日期
4666,DLN8,T04220215,微量噴霧器,3.0,1,False,2021-01-10
4670,DLN8,T04220215,微量噴霧器,4.0,2,False,2021-01-16
4672,DLN8,T04220215,微量噴霧器,2.0,3,True,2021-01-22
4675,DLN8,T04220215,微量噴霧器,3.0,4,False,2021-01-31
9545,DLN8,T04220215,微量噴霧器,3.0,5,False,2021-02-06
9548,DLN8,T04220215,微量噴霧器,3.0,6,False,2021-02-14
9549,DLN8,T04220215,微量噴霧器,1.0,7,False,2021-02-16
9552,DLN8,T04220215,微量噴霧器,3.0,8,False,2021-02-27
14611,DLN8,T04220215,微量噴霧器,4.0,9,False,2021-03-06
14617,DLN8,T04220215,微量噴霧器,6.0,10,False,2021-03-14
14619,DLN8,T04220215,微量噴霧器,2.0,11,False,2021-03-20
14622,DLN8,T04220215,微量噴霧器,3.0,12,True,2021-03-26
14623,DLN8,T04220215,微量噴霧器,1.0,13,True,2021-03-29
19159,DLN8,T04220215,微量噴霧器,6.0,14,True,2021-04-08
19165,DLN8,T04220215,微量噴霧器,6.0,15,True,2021-04-14
19169,DLN8,T04220215,微量噴霧器,4.0,16,False,2021-04-24
21659,DLN8,T04220215,微量噴霧器,4.0,17,False,2021-05-02
21664,DLN8,T04220215,微量噴霧器,5.0,18,False,2021-05-09
21666,DLN8,T04220215,微量噴霧器,2.0,19,True,2021-05-11
4664,DLN8,T04220215,微量噴霧器,0.0,20,True,2021-01-06
4664,DLN8,T04220215,微量噴霧器,0.0,21,True,2021-01-06
22623,DLN8,T04220215,微量噴霧器,1.0,22,True,2021-06-03
22624,DLN8,T04220215,微量噴霧器,1.0,23,True,2021-06-07
22625,DLN8,T04220215,微量噴霧器,1.0,24,True,2021-06-18
22629,DLN8,T04220215,微量噴霧器,4.0,25,False,2021-06-27
26120,DLN8,T04220215,微量噴霧器,2.0,26,False,2021-07-04
26123,DLN8,T04220215,微量噴霧器,3.0,27,False,2021-07-10
26125,DLN8,T04220215,微量噴霧器,2.0,28,False,2021-07-18
26130,DLN8,T04220215,微量噴霧器,5.0,29,False,2021-07-24
26134,DLN8,T04220215,微量噴霧器,4.0,30,True,2021-07-28
29986,DLN8,T04220215,微量噴霧器,4.0,31,True,2021-08-06
29991,DLN8,T04220215,微量噴霧器,5.0,32,False,2021-08-14
29992,DLN8,T04220215,微量噴霧器,1.0,33,True,2021-08-18
29994,DLN8,T04220215,微量噴霧器,2.0,34,False,2021-08-29
33349,DLN8,T04220215,微量噴霧器,3.0,35,True,2021-09-01
33350,DLN8,T04220215,微量噴霧器,1.0,36,True,2021-09-09
33353,DLN8,T04220215,微量噴霧器,3.0,37,True,2021-09-17
33354,DLN8,T04220215,微量噴霧器,1.0,38,False,2021-09-20
4664,DLN8,T04220215,微量噴霧器,0.0,39,True,2021-01-06
36788,DLN8,T04220215,微量噴霧器,2.0,40,True,2021-10-09
36792,DLN8,T04220215,微量噴霧器,4.0,41,False,2021-10-17
36794,DLN8,T04220215,微量噴霧器,2.0,42,True,2021-10-22
36796,DLN8,T04220215,微量噴霧器,2.0,43,False,2021-10-31
39877,DLN8,T04220215,微量噴霧器,2.0,44,False,2021-11-06
39878,DLN8,T04220215,微量噴霧器,1.0,45,True,2021-11-10
39880,DLN8,T04220215,微量噴霧器,2.0,46,True,2021-11-18
39883,DLN8,T04220215,微量噴霧器,3.0,47,False,2021-11-28
42940,DLN8,T04220215,微量噴霧器,4.0,48,False,2021-12-05
42942,DLN8,T04220215,微量噴霧器,2.0,49,True,2021-12-09
42945,DLN8,T04220215,微量噴霧器,4.0,50,True,2021-12-17
42948,DLN8,T04220215,微量噴霧器,3.0,51,True,2021-12-24
4664,DLN8,T04220215,微量噴霧器,0.0,52,True,2021-01-06
