,庫房,料號,品名,數量,週,工作日,帳務日期
4438,DLN8,I20100104,心電圖電極貼片,3.0,1,True,2021-01-06
4441,DLN8,I20100104,心電圖電極貼片,9.0,2,False,2021-01-17
4448,DLN8,I20100104,心電圖電極貼片,21.0,3,False,2021-01-24
4449,DLN8,I20100104,心電圖電極貼片,3.0,4,True,2021-01-29
9317,DLN8,I20100104,心電圖電極貼片,6.0,5,False,2021-02-06
9328,DLN8,I20100104,心電圖電極貼片,33.0,6,False,2021-02-12
9332,DLN8,I20100104,心電圖電極貼片,27.0,7,True,2021-02-18
9334,DLN8,I20100104,心電圖電極貼片,6.0,8,False,2021-02-27
14397,DLN8,I20100104,心電圖電極貼片,9.0,9,False,2021-03-07
14401,DLN8,I20100104,心電圖電極貼片,15.0,10,False,2021-03-14
14405,DLN8,I20100104,心電圖電極貼片,12.0,11,False,2021-03-21
14408,DLN8,I20100104,心電圖電極貼片,18.0,12,False,2021-03-28
18873,DLN8,I20100104,心電圖電極貼片,9.0,13,False,2021-04-03
18882,DLN8,I20100104,心電圖電極貼片,39.0,14,True,2021-04-09
18887,DLN8,I20100104,心電圖電極貼片,18.0,15,False,2021-04-18
18894,DLN8,I20100104,心電圖電極貼片,21.0,16,False,2021-04-24
21522,DLN8,I20100104,心電圖電極貼片,45.0,17,False,2021-05-01
21524,DLN8,I20100104,心電圖電極貼片,6.0,18,True,2021-05-06
21532,DLN8,I20100104,心電圖電極貼片,22.0,19,False,2021-05-16
21535,DLN8,I20100104,心電圖電極貼片,9.0,20,False,2021-05-23
21540,DLN8,I20100104,心電圖電極貼片,15.0,21,True,2021-05-28
22556,DLN8,I20100104,心電圖電極貼片,3.0,22,True,2021-06-02
22562,DLN8,I20100104,心電圖電極貼片,18.0,23,False,2021-06-12
22565,DLN8,I20100104,心電圖電極貼片,9.0,24,True,2021-06-18
22567,DLN8,I20100104,心電圖電極貼片,6.0,25,False,2021-06-27
4437,DLN8,I20100104,心電圖電極貼片,0.0,26,False,2021-01-03
25944,DLN8,I20100104,心電圖電極貼片,9.0,27,False,2021-07-11
25947,DLN8,I20100104,心電圖電極貼片,9.0,28,False,2021-07-18
25950,DLN8,I20100104,心電圖電極貼片,12.0,29,False,2021-07-24
25954,DLN8,I20100104,心電圖電極貼片,10.0,30,True,2021-07-30
29815,DLN8,I20100104,心電圖電極貼片,6.0,31,False,2021-08-07
4437,DLN8,I20100104,心電圖電極貼片,0.0,32,False,2021-01-03
29818,DLN8,I20100104,心電圖電極貼片,9.0,33,True,2021-08-19
29821,DLN8,I20100104,心電圖電極貼片,9.0,34,True,2021-08-24
33166,DLN8,I20100104,心電圖電極貼片,12.0,35,False,2021-09-04
33169,DLN8,I20100104,心電圖電極貼片,9.0,36,False,2021-09-12
33173,DLN8,I20100104,心電圖電極貼片,12.0,37,True,2021-09-17
33175,DLN8,I20100104,心電圖電極貼片,6.0,38,True,2021-09-26
36587,DLN8,I20100104,心電圖電極貼片,24.0,39,False,2021-10-02
36588,DLN8,I20100104,心電圖電極貼片,3.0,40,True,2021-10-09
36592,DLN8,I20100104,心電圖電極貼片,15.0,41,False,2021-10-16
36597,DLN8,I20100104,心電圖電極貼片,15.0,42,True,2021-10-22
36598,DLN8,I20100104,心電圖電極貼片,3.0,43,True,2021-10-26
39661,DLN8,I20100104,心電圖電極貼片,12.0,44,False,2021-11-06
39665,DLN8,I20100104,心電圖電極貼片,12.0,45,True,2021-11-11
39667,DLN8,I20100104,心電圖電極貼片,6.0,46,True,2021-11-18
39668,DLN8,I20100104,心電圖電極貼片,3.0,47,False,2021-11-27
42768,DLN8,I20100104,心電圖電極貼片,6.0,48,False,2021-12-05
42769,DLN8,I20100104,心電圖電極貼片,4.0,49,True,2021-12-07
42770,DLN8,I20100104,心電圖電極貼片,3.0,50,True,2021-12-17
42773,DLN8,I20100104,心電圖電極貼片,9.0,51,True,2021-12-23
4437,DLN8,I20100104,心電圖電極貼片,0.0,52,False,2021-01-03
