,庫房,料號,品名,數量,週,工作日,帳務日期
4539,DLN8,K80004044,Push Button Blood Collection,31.0,1,False,2021-01-10
4579,DLN8,K80004044,Push Button Blood Collection,50.0,2,False,2021-01-17
4600,DLN8,K80004044,Push Button Blood Collection,24.0,3,False,2021-01-24
4636,DLN8,K80004044,Push Button Blood Collection,49.0,4,False,2021-01-31
9419,DLN8,K80004044,Push Button Blood Collection,34.0,5,True,2021-02-07
9450,DLN8,K80004044,Push Button Blood Collection,37.0,6,False,2021-02-14
9485,DLN8,K80004044,Push Button Blood Collection,45.0,7,False,2021-02-21
9527,DLN8,K80004044,Push Button Blood Collection,53.0,8,False,2021-02-28
14491,DLN8,K80004044,Push Button Blood Collection,34.0,9,False,2021-03-07
14513,DLN8,K80004044,Push Button Blood Collection,29.0,10,False,2021-03-13
14536,DLN8,K80004044,Push Button Blood Collection,31.0,11,False,2021-03-21
14577,DLN8,K80004044,Push Button Blood Collection,59.0,12,False,2021-03-27
18989,DLN8,K80004044,Push Button Blood Collection,47.0,13,False,2021-04-03
19022,DLN8,K80004044,Push Button Blood Collection,49.0,14,False,2021-04-11
19059,DLN8,K80004044,Push Button Blood Collection,55.0,15,False,2021-04-18
19089,DLN8,K80004044,Push Button Blood Collection,46.0,16,True,2021-04-25
19124,DLN8,K80004044,Push Button Blood Collection,62.0,17,True,2021-04-30
21605,DLN8,K80004044,Push Button Blood Collection,49.0,18,False,2021-05-09
21626,DLN8,K80004044,Push Button Blood Collection,31.0,19,False,2021-05-15
21638,DLN8,K80004044,Push Button Blood Collection,16.0,20,False,2021-05-23
21648,DLN8,K80004044,Push Button Blood Collection,13.0,21,False,2021-05-30
22581,DLN8,K80004044,Push Button Blood Collection,6.0,22,False,2021-06-06
22591,DLN8,K80004044,Push Button Blood Collection,14.0,23,False,2021-06-12
22594,DLN8,K80004044,Push Button Blood Collection,7.0,24,False,2021-06-20
22604,DLN8,K80004044,Push Button Blood Collection,25.0,25,False,2021-06-27
25988,DLN8,K80004044,Push Button Blood Collection,13.0,26,False,2021-07-04
26003,DLN8,K80004044,Push Button Blood Collection,21.0,27,False,2021-07-11
26036,DLN8,K80004044,Push Button Blood Collection,47.0,28,False,2021-07-18
26074,DLN8,K80004044,Push Button Blood Collection,44.0,29,False,2021-07-25
29857,DLN8,K80004044,Push Button Blood Collection,32.0,30,False,2021-08-01
29886,DLN8,K80004044,Push Button Blood Collection,34.0,31,False,2021-08-08
29909,DLN8,K80004044,Push Button Blood Collection,26.0,32,False,2021-08-15
29929,DLN8,K80004044,Push Button Blood Collection,28.0,33,False,2021-08-22
29951,DLN8,K80004044,Push Button Blood Collection,27.0,34,False,2021-08-29
33232,DLN8,K80004044,Push Button Blood Collection,41.0,35,False,2021-09-05
33262,DLN8,K80004044,Push Button Blood Collection,38.0,36,False,2021-09-12
33299,DLN8,K80004044,Push Button Blood Collection,46.0,37,True,2021-09-18
33323,DLN8,K80004044,Push Button Blood Collection,30.0,38,True,2021-09-26
36643,DLN8,K80004044,Push Button Blood Collection,41.0,39,False,2021-10-03
36667,DLN8,K80004044,Push Button Blood Collection,30.0,40,False,2021-10-10
36697,DLN8,K80004044,Push Button Blood Collection,46.0,41,False,2021-10-17
36735,DLN8,K80004044,Push Button Blood Collection,57.0,42,False,2021-10-24
36768,DLN8,K80004044,Push Button Blood Collection,47.0,43,False,2021-10-31
39755,DLN8,K80004044,Push Button Blood Collection,51.0,44,False,2021-11-07
39789,DLN8,K80004044,Push Button Blood Collection,44.0,45,False,2021-11-14
39810,DLN8,K80004044,Push Button Blood Collection,26.0,46,False,2021-11-21
39843,DLN8,K80004044,Push Button Blood Collection,42.0,47,False,2021-11-28
42834,DLN8,K80004044,Push Button Blood Collection,40.0,48,False,2021-12-04
42863,DLN8,K80004044,Push Button Blood Collection,35.0,49,False,2021-12-12
42882,DLN8,K80004044,Push Button Blood Collection,33.0,50,False,2021-12-18
42907,DLN8,K80004044,Push Button Blood Collection,39.0,51,False,2021-12-26
42920,DLN8,K80004044,Push Button Blood Collection,15.0,52,True,2021-12-29
