,庫房,料號,品名,數量,週,工作日,帳務日期
3204,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,1,False,2021-01-10
3207,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,3.0,2,True,2021-01-14
3213,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,6.0,3,False,2021-01-24
3216,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,3.0,4,False,2021-01-31
8166,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,5,True,2021-02-01
8171,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,5.0,6,False,2021-02-14
8174,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,3.0,7,False,2021-02-21
8175,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,8,True,2021-02-23
13198,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,9,False,2021-03-06
13201,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,3.0,10,False,2021-03-13
13204,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,3.0,11,True,2021-03-18
13205,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,12,True,2021-03-22
13206,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,13,True,2021-03-29
17881,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,14,True,2021-04-07
17883,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,15,False,2021-04-17
17885,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,16,True,2021-04-25
17887,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,17,True,2021-04-29
20981,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,3.0,18,True,2021-05-06
20983,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,19,False,2021-05-15
3202,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,20,False,2021-01-01
20987,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,4.0,21,True,2021-05-28
22372,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,22,True,2021-06-04
22373,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,23,True,2021-06-10
22374,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,24,False,2021-06-14
22375,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,25,True,2021-06-21
25082,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,3.0,26,True,2021-07-02
3202,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,27,False,2021-01-01
25083,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,28,False,2021-07-17
25087,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,4.0,29,False,2021-07-25
25089,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,30,True,2021-07-30
28902,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,31,True,2021-08-02
28903,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,32,True,2021-08-12
28905,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,33,True,2021-08-20
28907,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,34,True,2021-08-24
32443,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,35,False,2021-09-05
32444,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,36,True,2021-09-10
32446,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,37,False,2021-09-19
32447,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,38,True,2021-09-23
35859,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,39,False,2021-10-01
35860,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,40,False,2021-10-04
35864,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,4.0,41,False,2021-10-16
35868,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,4.0,42,False,2021-10-24
35870,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,43,False,2021-10-30
39156,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,4.0,44,False,2021-11-07
3202,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,0.0,45,False,2021-01-01
39158,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,46,True,2021-11-18
39163,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,5.0,47,False,2021-11-28
42237,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,48,False,2021-12-04
42239,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,49,True,2021-12-10
42241,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,2.0,50,False,2021-12-18
42242,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,51,True,2021-12-20
42243,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,52,True,2021-12-29
