,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
1803,DLN3,B03106859,人工薄膜,1.0,1,False,2022-01-03,,
1802,DLN3,B03106859,人工薄膜,0.0,2,False,2022-01-01,202201.0,T-不計價
1804,DLN3,B03106859,人工薄膜,1.0,3,True,2022-01-20,,
1802,DLN3,B03106859,人工薄膜,0.0,4,False,2022-01-01,202201.0,T-不計價
1802,DLN3,B03106859,人工薄膜,0.0,5,False,2022-01-01,202201.0,T-不計價
1807,DLN3,B03106859,人工薄膜,4.0,6,True,2022-02-11,,
1809,DLN3,B03106859,人工薄膜,2.0,7,True,2022-02-16,,
1802,DLN3,B03106859,人工薄膜,0.0,8,False,2022-01-01,202201.0,T-不計價
1813,DLN3,B03106859,人工薄膜,6.0,9,False,2022-03-05,,
1815,DLN3,B03106859,人工薄膜,2.0,10,True,2022-03-11,,
1816,DLN3,B03106859,人工薄膜,1.0,11,False,2022-03-19,,
1817,DLN3,B03106859,人工薄膜,1.0,12,True,2022-03-21,,
1802,DLN3,B03106859,人工薄膜,0.0,13,False,2022-01-01,202201.0,T-不計價
1819,DLN3,B03106859,人工薄膜,2.0,14,True,2022-04-08,,
1820,DLN3,B03106859,人工薄膜,1.0,15,True,2022-04-11,,
1802,DLN3,B03106859,人工薄膜,0.0,16,False,2022-01-01,202201.0,T-不計價
1802,DLN3,B03106859,人工薄膜,0.0,17,False,2022-01-01,202201.0,T-不計價
1802,DLN3,B03106859,人工薄膜,0.0,18,False,2022-01-01,202201.0,T-不計價
1822,DLN3,B03106859,人工薄膜,2.0,19,True,2022-05-10,,
1824,DLN3,B03106859,人工薄膜,2.0,20,True,2022-05-20,,
1802,DLN3,B03106859,人工薄膜,0.0,21,False,2022-01-01,202201.0,T-不計價
1802,DLN3,B03106859,人工薄膜,0.0,22,False,2022-01-01,202201.0,T-不計價
1827,DLN3,B03106859,人工薄膜,5.0,23,False,2022-06-12,,
1831,DLN3,B03106859,人工薄膜,7.0,24,False,2022-06-18,,
1832,DLN3,B03106859,人工薄膜,4.0,25,True,2022-06-20,,
1833,DLN3,B03106859,人工薄膜,1.0,26,True,2022-06-30,,
1836,DLN3,B03106859,人工薄膜,4.0,27,False,2022-07-10,,
1802,DLN3,B03106859,人工薄膜,0.0,28,False,2022-01-01,202201.0,T-不計價
1802,DLN3,B03106859,人工薄膜,0.0,29,False,2022-01-01,202201.0,T-不計價
1838,DLN3,B03106859,人工薄膜,2.0,30,True,2022-07-28,,
1839,DLN3,B03106859,人工薄膜,1.0,31,True,2022-08-01,,
1841,DLN3,B03106859,人工薄膜,4.0,32,True,2022-08-09,,
1843,DLN3,B03106859,人工薄膜,3.0,33,False,2022-08-20,,
1849,DLN3,B03106859,人工薄膜,6.0,34,False,2022-08-28,,
1852,DLN3,B03106859,人工薄膜,5.0,35,True,2022-08-31,,
1853,DLN3,B03106859,人工薄膜,1.0,36,False,2022-09-10,,
1861,DLN3,B03106859,人工薄膜,11.0,37,False,2022-09-18,,
1864,DLN3,B03106859,人工薄膜,7.0,38,False,2022-09-25,,
1870,DLN3,B03106859,人工薄膜,8.0,39,False,2022-10-02,,
1871,DLN3,B03106859,人工薄膜,1.0,40,True,2022-10-09,,
1874,DLN3,B03106859,人工薄膜,3.0,41,False,2022-10-16,,
1877,DLN3,B03106859,人工薄膜,5.0,42,True,2022-10-20,,
1802,DLN3,B03106859,人工薄膜,0.0,43,False,2022-01-01,202201.0,T-不計價
1802,DLN3,B03106859,人工薄膜,0.0,44,False,2022-01-01,202201.0,T-不計價
1880,DLN3,B03106859,人工薄膜,5.0,45,False,2022-11-13,,
1890,DLN3,B03106859,人工薄膜,10.0,46,False,2022-11-19,,
1891,DLN3,B03106859,人工薄膜,1.0,47,True,2022-11-22,,
1892,DLN3,B03106859,人工薄膜,1.0,48,True,2022-11-29,,
1894,DLN3,B03106859,人工薄膜,3.0,49,False,2022-12-11,,
1897,DLN3,B03106859,人工薄膜,3.0,50,True,2022-12-13,,
1900,DLN3,B03106859,人工薄膜,5.0,51,False,2022-12-25,,
1905,DLN3,B03106859,人工薄膜,7.0,52,False,2022-12-31,,
