,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,1.0,1,False,2022-01-03,,
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,2,False,2022-01-03,202201.0,C-計價
370,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,7.0,3,True,2022-01-20,,
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,4,False,2022-01-03,202201.0,C-計價
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,5,False,2022-01-03,202201.0,C-計價
372,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,13.0,6,True,2022-02-11,,
374,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,2.0,7,True,2022-02-16,,
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,8,False,2022-01-03,202201.0,C-計價
375,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,1.0,9,True,2022-03-02,,
377,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,3.0,10,True,2022-03-11,,
378,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,1.0,11,False,2022-03-19,,
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,12,False,2022-01-03,202201.0,C-計價
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,13,False,2022-01-03,202201.0,C-計價
379,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,2.0,14,True,2022-04-07,,
380,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,2.0,15,True,2022-04-11,,
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,16,False,2022-01-03,202201.0,C-計價
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,17,False,2022-01-03,202201.0,C-計價
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,18,False,2022-01-03,202201.0,C-計價
381,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,1.0,19,True,2022-05-09,,
382,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,1.0,20,True,2022-05-20,,
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,21,False,2022-01-03,202201.0,C-計價
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,22,False,2022-01-03,202201.0,C-計價
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,23,False,2022-01-03,202201.0,C-計價
385,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,6.0,24,False,2022-06-18,,
386,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,1.0,25,True,2022-06-20,,
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,26,False,2022-01-03,202201.0,C-計價
388,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,4.0,27,False,2022-07-10,,
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,28,False,2022-01-03,202201.0,C-計價
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,29,False,2022-01-03,202201.0,C-計價
390,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,6.0,30,True,2022-07-28,,
391,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,1.0,31,True,2022-08-01,,
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,32,False,2022-01-03,202201.0,C-計價
392,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,3.0,33,True,2022-08-15,,
396,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,9.0,34,False,2022-08-27,,
399,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,4.0,35,True,2022-08-31,,
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,36,False,2022-01-03,202201.0,C-計價
404,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,8.0,37,False,2022-09-18,,
407,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,4.0,38,False,2022-09-25,,
413,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,19.0,39,False,2022-10-02,,
414,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,1.0,40,True,2022-10-09,,
417,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,8.0,41,False,2022-10-16,,
419,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,3.0,42,True,2022-10-19,,
368,DLN3,A02322259,〞美迪克〞安全性靜脈留置針  22G,0.0,43,False,2022-01-03,202201.0,C-計價
