,庫房,料號,品名,數量,週
42423,DLN5,A02120180,塑膠注射針頭,60.0,1
1378,DLN5,A02120180,塑膠注射針頭,44.0,2
1397,DLN5,A02120180,塑膠注射針頭,29.0,3
1420,DLN5,A02120180,塑膠注射針頭,23.0,4
4968,DLN5,A02120180,塑膠注射針頭,32.0,5
5020,DLN5,A02120180,塑膠注射針頭,89.0,6
5060,DLN5,A02120180,塑膠注射針頭,58.0,7
5095,DLN5,A02120180,塑膠注射針頭,52.0,8
8920,DLN5,A02120180,塑膠注射針頭,42.0,9
8940,DLN5,A02120180,塑膠注射針頭,33.0,10
8948,DLN5,A02120180,塑膠注射針頭,8.0,11
8983,DLN5,A02120180,塑膠注射針頭,53.0,12
9013,DLN5,A02120180,塑膠注射針頭,45.0,13
12795,DLN5,A02120180,塑膠注射針頭,33.0,14
12833,DLN5,A02120180,塑膠注射針頭,53.0,15
12851,DLN5,A02120180,塑膠注射針頭,28.0,16
12880,DLN5,A02120180,塑膠注射針頭,40.0,17
16616,DLN5,A02120180,塑膠注射針頭,17.0,18
16633,DLN5,A02120180,塑膠注射針頭,30.0,19
16661,DLN5,A02120180,塑膠注射針頭,40.0,20
16689,DLN5,A02120180,塑膠注射針頭,47.0,21
20110,DLN5,A02120180,塑膠注射針頭,37.0,22
20132,DLN5,A02120180,塑膠注射針頭,29.0,23
20153,DLN5,A02120180,塑膠注射針頭,35.0,24
20168,DLN5,A02120180,塑膠注射針頭,27.0,25
20196,DLN5,A02120180,塑膠注射針頭,36.0,26
23600,DLN5,A02120180,塑膠注射針頭,20.0,27
23625,DLN5,A02120180,塑膠注射針頭,31.0,28
23645,DLN5,A02120180,塑膠注射針頭,34.0,29
23670,DLN5,A02120180,塑膠注射針頭,40.0,30
27198,DLN5,A02120180,塑膠注射針頭,44.0,31
27229,DLN5,A02120180,塑膠注射針頭,57.0,32
27277,DLN5,A02120180,塑膠注射針頭,92.0,33
27301,DLN5,A02120180,塑膠注射針頭,55.0,34
30949,DLN5,A02120180,塑膠注射針頭,15.0,35
30968,DLN5,A02120180,塑膠注射針頭,28.0,36
30995,DLN5,A02120180,塑膠注射針頭,33.0,37
31012,DLN5,A02120180,塑膠注射針頭,30.0,38
31036,DLN5,A02120180,塑膠注射針頭,38.0,39
34745,DLN5,A02120180,塑膠注射針頭,45.0,40
34772,DLN5,A02120180,塑膠注射針頭,45.0,41
34790,DLN5,A02120180,塑膠注射針頭,51.0,42
34819,DLN5,A02120180,塑膠注射針頭,64.0,43
38402,DLN5,A02120180,塑膠注射針頭,27.0,44
38426,DLN5,A02120180,塑膠注射針頭,28.0,45
38446,DLN5,A02120180,塑膠注射針頭,28.0,46
38472,DLN5,A02120180,塑膠注射針頭,42.0,47
38492,DLN5,A02120180,塑膠注射針頭,23.0,48
42344,DLN5,A02120180,塑膠注射針頭,39.0,49
42364,DLN5,A02120180,塑膠注射針頭,35.0,50
42395,DLN5,A02120180,塑膠注射針頭,52.0,51
42420,DLN5,A02120180,塑膠注射針頭,53.0,52
