,庫房,料號,品名,數量,週
43420,DLN5,A04800036,靜脈輸液套，附Y加葯管,14.0,1
2286,DLN5,A04800036,靜脈輸液套，附Y加葯管,20.0,2
2295,DLN5,A04800036,靜脈輸液套，附Y加葯管,10.0,3
2302,DLN5,A04800036,靜脈輸液套，附Y加葯管,7.0,4
6015,DLN5,A04800036,靜脈輸液套，附Y加葯管,3.0,5
6030,DLN5,A04800036,靜脈輸液套，附Y加葯管,18.0,6
6046,DLN5,A04800036,靜脈輸液套，附Y加葯管,19.0,7
6058,DLN5,A04800036,靜脈輸液套，附Y加葯管,14.0,8
9929,DLN5,A04800036,靜脈輸液套，附Y加葯管,11.0,9
9946,DLN5,A04800036,靜脈輸液套，附Y加葯管,19.0,10
9960,DLN5,A04800036,靜脈輸液套，附Y加葯管,18.0,11
9970,DLN5,A04800036,靜脈輸液套，附Y加葯管,11.0,12
9977,DLN5,A04800036,靜脈輸液套，附Y加葯管,8.0,13
13768,DLN5,A04800036,靜脈輸液套，附Y加葯管,5.0,14
13784,DLN5,A04800036,靜脈輸液套，附Y加葯管,18.0,15
13796,DLN5,A04800036,靜脈輸液套，附Y加葯管,12.0,16
13814,DLN5,A04800036,靜脈輸液套，附Y加葯管,18.0,17
17485,DLN5,A04800036,靜脈輸液套，附Y加葯管,9.0,18
17500,DLN5,A04800036,靜脈輸液套，附Y加葯管,15.0,19
17523,DLN5,A04800036,靜脈輸液套，附Y加葯管,25.0,20
17539,DLN5,A04800036,靜脈輸液套，附Y加葯管,22.0,21
20894,DLN5,A04800036,靜脈輸液套，附Y加葯管,16.0,22
20905,DLN5,A04800036,靜脈輸液套，附Y加葯管,11.0,23
20916,DLN5,A04800036,靜脈輸液套，附Y加葯管,11.0,24
20929,DLN5,A04800036,靜脈輸液套，附Y加葯管,14.0,25
20938,DLN5,A04800036,靜脈輸液套，附Y加葯管,10.0,26
24494,DLN5,A04800036,靜脈輸液套，附Y加葯管,5.0,27
24503,DLN5,A04800036,靜脈輸液套，附Y加葯管,13.0,28
24508,DLN5,A04800036,靜脈輸液套，附Y加葯管,5.0,29
24519,DLN5,A04800036,靜脈輸液套，附Y加葯管,14.0,30
28158,DLN5,A04800036,靜脈輸液套，附Y加葯管,4.0,31
28175,DLN5,A04800036,靜脈輸液套，附Y加葯管,22.0,32
28190,DLN5,A04800036,靜脈輸液套，附Y加葯管,17.0,33
28195,DLN5,A04800036,靜脈輸液套，附Y加葯管,5.0,34
28203,DLN5,A04800036,靜脈輸液套，附Y加葯管,10.0,35
31961,DLN5,A04800036,靜脈輸液套，附Y加葯管,22.0,36
31973,DLN5,A04800036,靜脈輸液套，附Y加葯管,16.0,37
31990,DLN5,A04800036,靜脈輸液套，附Y加葯管,19.0,38
32005,DLN5,A04800036,靜脈輸液套，附Y加葯管,16.0,39
35677,DLN5,A04800036,靜脈輸液套，附Y加葯管,9.0,40
35689,DLN5,A04800036,靜脈輸液套，附Y加葯管,13.0,41
35700,DLN5,A04800036,靜脈輸液套，附Y加葯管,11.0,42
35711,DLN5,A04800036,靜脈輸液套，附Y加葯管,14.0,43
39348,DLN5,A04800036,靜脈輸液套，附Y加葯管,19.0,44
39366,DLN5,A04800036,靜脈輸液套，附Y加葯管,23.0,45
39379,DLN5,A04800036,靜脈輸液套，附Y加葯管,13.0,46
39391,DLN5,A04800036,靜脈輸液套，附Y加葯管,13.0,47
43375,DLN5,A04800036,靜脈輸液套，附Y加葯管,19.0,48
43387,DLN5,A04800036,靜脈輸液套，附Y加葯管,17.0,49
43397,DLN5,A04800036,靜脈輸液套，附Y加葯管,10.0,50
43406,DLN5,A04800036,靜脈輸液套，附Y加葯管,9.0,51
43415,DLN5,A04800036,靜脈輸液套，附Y加葯管,10.0,52
