,庫房,料號,品名,數量,週
42599,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,40.0,1
1494,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,63.0,2
1541,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,54.0,3
1580,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,50.0,4
5122,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,23.0,5
5148,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,39.0,6
5191,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,60.0,7
5236,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,69.0,8
9021,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,53.0,9
9062,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,59.0,10
9104,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,53.0,11
9159,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,76.0,12
9188,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,39.0,13
12905,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,31.0,14
12954,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,60.0,15
13006,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,63.0,16
13055,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,55.0,17
16735,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,50.0,18
16783,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,61.0,19
16827,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,55.0,20
16870,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,52.0,21
20206,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,38.0,22
20241,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,47.0,23
20282,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,56.0,24
20324,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,54.0,25
20356,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,45.0,26
23727,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,60.0,27
23771,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,54.0,28
23814,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,55.0,29
23853,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,53.0,30
27332,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,49.0,31
27373,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,54.0,32
27410,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,49.0,33
27435,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,35.0,34
31051,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,44.0,35
31095,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,57.0,36
31126,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,43.0,37
31160,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,47.0,38
31200,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,56.0,39
34866,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,54.0,40
34900,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,43.0,41
34942,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,44.0,42
34982,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,54.0,43
38502,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,41.0,44
38533,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,45.0,45
38564,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,47.0,46
38606,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,55.0,47
42429,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,47.0,48
42466,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,48.0,49
42502,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,41.0,50
42544,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,53.0,51
42582,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,51.0,52
