,庫房,料號,品名,數量,週
43007,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,50.0,1
1845,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,52.0,2
1891,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,47.0,3
1939,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,48.0,4
5471,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,26.0,5
5500,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,29.0,6
5554,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,55.0,7
5598,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,44.0,8
9407,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,54.0,9
9458,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,51.0,10
9503,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,47.0,11
9557,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,54.0,12
9599,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,42.0,13
13224,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,21.0,14
13280,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,56.0,15
13329,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,49.0,16
13384,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,56.0,17
17046,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,38.0,18
17091,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,47.0,19
17136,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,45.0,20
17184,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,48.0,21
20477,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,34.0,22
20512,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,37.0,23
20554,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,43.0,24
20599,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,45.0,25
20646,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,47.0,26
24066,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,52.0,27
24112,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,46.0,28
24153,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,42.0,29
24205,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,52.0,30
27649,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,37.0,31
27690,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,42.0,32
27742,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,56.0,33
27775,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,33.0,34
31382,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,44.0,35
31438,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,58.0,36
31482,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,45.0,37
31523,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,41.0,38
31563,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,42.0,39
35230,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,41.0,40
35283,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,53.0,41
35320,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,38.0,42
35371,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,52.0,43
38814,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,41.0,44
38851,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,37.0,45
38897,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,47.0,46
38951,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,55.0,47
42788,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,57.0,48
42841,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,56.0,49
42884,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,43.0,50
42934,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,54.0,51
42991,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,57.0,52
