,庫房,料號,品名,數量,週
42121,DLN5,A00120110,10cc塑膠注射空針 無螺紋,123.0,1
905,DLN5,A00120110,10cc塑膠注射空針 無螺紋,148.0,2
989,DLN5,A00120110,10cc塑膠注射空針 無螺紋,127.0,3
1072,DLN5,A00120110,10cc塑膠注射空針 無螺紋,128.0,4
4313,DLN5,A00120110,10cc塑膠注射空針 無螺紋,132.0,5
4393,DLN5,A00120110,10cc塑膠注射空針 無螺紋,129.0,6
4515,DLN5,A00120110,10cc塑膠注射空針 無螺紋,212.0,7
4622,DLN5,A00120110,10cc塑膠注射空針 無螺紋,166.0,8
8332,DLN5,A00120110,10cc塑膠注射空針 無螺紋,151.0,9
8430,DLN5,A00120110,10cc塑膠注射空針 無螺紋,165.0,10
8529,DLN5,A00120110,10cc塑膠注射空針 無螺紋,180.0,11
8652,DLN5,A00120110,10cc塑膠注射空針 無螺紋,214.0,12
8740,DLN5,A00120110,10cc塑膠注射空針 無螺紋,143.0,13
12209,DLN5,A00120110,10cc塑膠注射空針 無螺紋,117.0,14
12332,DLN5,A00120110,10cc塑膠注射空針 無螺紋,197.0,15
12436,DLN5,A00120110,10cc塑膠注射空針 無螺紋,162.0,16
12576,DLN5,A00120110,10cc塑膠注射空針 無螺紋,245.0,17
16077,DLN5,A00120110,10cc塑膠注射空針 無螺紋,190.0,18
16175,DLN5,A00120110,10cc塑膠注射空針 無螺紋,150.0,19
16280,DLN5,A00120110,10cc塑膠注射空針 無螺紋,160.0,20
16384,DLN5,A00120110,10cc塑膠注射空針 無螺紋,188.0,21
19587,DLN5,A00120110,10cc塑膠注射空針 無螺紋,113.0,22
19655,DLN5,A00120110,10cc塑膠注射空針 無螺紋,98.0,23
19760,DLN5,A00120110,10cc塑膠注射空針 無螺紋,153.0,24
19856,DLN5,A00120110,10cc塑膠注射空針 無螺紋,132.0,25
19965,DLN5,A00120110,10cc塑膠注射空針 無螺紋,189.0,26
23045,DLN5,A00120110,10cc塑膠注射空針 無螺紋,211.0,27
23161,DLN5,A00120110,10cc塑膠注射空針 無螺紋,187.0,28
23258,DLN5,A00120110,10cc塑膠注射空針 無螺紋,164.0,29
23385,DLN5,A00120110,10cc塑膠注射空針 無螺紋,208.0,30
26643,DLN5,A00120110,10cc塑膠注射空針 無螺紋,154.0,31
26751,DLN5,A00120110,10cc塑膠注射空針 無螺紋,169.0,32
26874,DLN5,A00120110,10cc塑膠注射空針 無螺紋,205.0,33
26936,DLN5,A00120110,10cc塑膠注射空針 無螺紋,93.0,34
30361,DLN5,A00120110,10cc塑膠注射空針 無螺紋,151.0,35
30501,DLN5,A00120110,10cc塑膠注射空針 無螺紋,220.0,36
30614,DLN5,A00120110,10cc塑膠注射空針 無螺紋,176.0,37
30712,DLN5,A00120110,10cc塑膠注射空針 無螺紋,144.0,38
30800,DLN5,A00120110,10cc塑膠注射空針 無螺紋,146.0,39
34222,DLN5,A00120110,10cc塑膠注射空針 無螺紋,149.0,40
34332,DLN5,A00120110,10cc塑膠注射空針 無螺紋,176.0,41
34403,DLN5,A00120110,10cc塑膠注射空針 無螺紋,109.0,42
34510,DLN5,A00120110,10cc塑膠注射空針 無螺紋,167.0,43
37811,DLN5,A00120110,10cc塑膠注射空針 無螺紋,203.0,44
37894,DLN5,A00120110,10cc塑膠注射空針 無螺紋,140.0,45
37989,DLN5,A00120110,10cc塑膠注射空針 無螺紋,165.0,46
38098,DLN5,A00120110,10cc塑膠注射空針 無螺紋,193.0,47
41671,DLN5,A00120110,10cc塑膠注射空針 無螺紋,240.0,48
41773,DLN5,A00120110,10cc塑膠注射空針 無螺紋,155.0,49
41868,DLN5,A00120110,10cc塑膠注射空針 無螺紋,140.0,50
41979,DLN5,A00120110,10cc塑膠注射空針 無螺紋,176.0,51
42093,DLN5,A00120110,10cc塑膠注射空針 無螺紋,157.0,52
