,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數,日期,計價
0,DLRI,C00733218,抗感染安全尖端導管組,1.0,2021-10-14,True,41,2021,4.0,3.0,,
1,DLRI,C00733218,抗感染安全尖端導管組,1.0,2021-10-18,True,42,2021,5.0,2.0,,
2,DLRI,C00733218,抗感染安全尖端導管組,1.0,2021-11-10,True,45,2021,5.0,2.0,,
3,DLRI,C00733218,抗感染安全尖端導管組,1.0,2021-11-22,True,47,2021,5.0,2.0,,
4,DLRI,C00733218,抗感染安全尖端導管組,1.0,2021-11-26,True,47,2021,5.0,2.0,,
5,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-01-04,True,1,2022,5.0,2.0,202201.0,C-計價
6,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-01-12,True,2,2022,5.0,2.0,202201.0,C-計價
7,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-01-27,True,4,2022,5.0,2.0,202201.0,C-計價
8,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-02-07,True,6,2022,5.0,2.0,202202.0,C-計價
9,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-02-11,True,6,2022,5.0,2.0,202202.0,C-計價
10,DLRI,C00733218,抗感染安全尖端導管組,2.0,2022-04-05,False,14,2022,3.0,4.0,202204.0,C-計價
11,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-04-12,True,15,2022,5.0,2.0,202204.0,C-計價
12,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-04-28,True,17,2022,5.0,2.0,202204.0,C-計價
13,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-05-03,False,18,2022,5.0,2.0,202205.0,C-計價
14,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-05-06,True,18,2022,5.0,2.0,202205.0,C-計價
15,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-05-23,True,21,2022,5.0,2.0,202205.0,C-計價
16,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-05-23,True,21,2022,5.0,2.0,202205.0,C-計價
17,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-05-28,False,21,2022,5.0,2.0,202205.0,C-計價
18,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-07-14,True,28,2022,5.0,2.0,202207.0,C-計價
19,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-07-17,False,28,2022,5.0,2.0,202207.0,C-計價
20,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-08-04,True,31,2022,5.0,2.0,202208.0,C-計價
21,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-09-08,True,36,2022,4.0,3.0,202209.0,C-計價
22,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-09-21,True,38,2022,5.0,2.0,202209.0,C-計價
23,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-09-28,True,39,2022,5.0,2.0,202209.0,C-計價
24,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-10-01,False,39,2022,5.0,2.0,202210.0,C-計價
25,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-10-07,False,40,2022,5.0,2.0,202210.0,C-計價
26,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-10-20,True,42,2022,5.0,2.0,202210.0,C-計價
27,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-10-29,False,43,2022,5.0,2.0,202210.0,C-計價
28,DLRI,C00733218,抗感染安全尖端導管組,2.0,2022-11-19,False,46,2022,5.0,2.0,202211.0,C-計價
29,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-11-21,True,47,2022,5.0,2.0,202211.0,C-計價
30,DLRI,C00733218,抗感染安全尖端導管組,2.0,2022-12-18,False,50,2022,5.0,2.0,202212.0,C-計價
31,DLRI,C00733218,抗感染安全尖端導管組,1.0,2022-12-28,True,52,2022,5.0,3.0,202212.0,C-計價
