,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數,日期,計價
0,DLRI,A46441986,幫浦輸液套(一般型),1.0,2020-12-16,True,51,2020,5.0,2.0,,
1,DLRI,A46441986,幫浦輸液套(一般型),1.0,2020-12-20,False,51,2020,5.0,2.0,,
2,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-01-06,True,1,2021,5.0,2.0,,
3,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-03-23,True,12,2021,5.0,2.0,,
4,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-03-25,True,12,2021,5.0,2.0,,
5,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-03-27,False,12,2021,5.0,2.0,,
6,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-03-29,True,13,2021,4.0,3.0,,
7,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-04-01,True,13,2021,4.0,3.0,,
8,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-04-06,True,14,2021,4.0,3.0,,
9,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-04-10,False,14,2021,4.0,3.0,,
10,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-04-10,False,14,2021,4.0,3.0,,
11,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-04-13,True,15,2021,5.0,2.0,,
12,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-04-30,True,17,2021,5.0,2.0,,
13,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-05-06,True,18,2021,5.0,2.0,,
14,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-05-14,True,19,2021,5.0,2.0,,
15,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-05-14,True,19,2021,5.0,2.0,,
16,DLRI,A46441986,幫浦輸液套(一般型),2.0,2021-06-02,True,22,2021,5.0,2.0,,
17,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-06-07,True,23,2021,5.0,2.0,,
18,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-06-14,False,24,2021,4.0,3.0,,
19,DLRI,A46441986,幫浦輸液套(一般型),2.0,2021-06-22,True,25,2021,5.0,2.0,,
20,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-10-02,False,39,2021,5.0,2.0,,
21,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-10-03,False,39,2021,5.0,2.0,,
22,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-10-14,True,41,2021,4.0,3.0,,
23,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-10-18,True,42,2021,5.0,2.0,,
24,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-11-10,True,45,2021,5.0,2.0,,
25,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-11-22,True,47,2021,5.0,2.0,,
26,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-11-26,True,47,2021,5.0,2.0,,
27,DLRI,A46441986,幫浦輸液套(一般型),1.0,2021-12-02,True,48,2021,5.0,2.0,,
28,DLRI,A46441986,幫浦輸液套(一般型),1.0,2022-01-04,True,1,2022,5.0,2.0,202201.0,C-計價
29,DLRI,A46441986,幫浦輸液套(一般型),1.0,2022-04-05,False,14,2022,3.0,4.0,202204.0,C-計價
30,DLRI,A46441986,幫浦輸液套(一般型),1.0,2022-04-28,True,17,2022,5.0,2.0,202204.0,C-計價
31,DLRI,A46441986,幫浦輸液套(一般型),1.0,2022-05-03,False,18,2022,5.0,2.0,202205.0,C-計價
32,DLRI,A46441986,幫浦輸液套(一般型),1.0,2022-05-05,True,18,2022,5.0,2.0,202205.0,C-計價
33,DLRI,A46441986,幫浦輸液套(一般型),1.0,2022-05-09,True,19,2022,5.0,2.0,202205.0,C-計價
