,庫房,料號,品名,數量,週,工作日,帳務日期
1034,DLRI,T00030706,微量噴霧器,1.0,1,True,2021-01-07
1039,DLRI,T00030706,微量噴霧器,5.0,2,False,2021-01-17
1043,DLRI,T00030706,微量噴霧器,4.0,3,True,2021-01-22
1046,DLRI,T00030706,微量噴霧器,3.0,4,False,2021-01-30
1913,DLRI,T00030706,微量噴霧器,2.0,5,True,2021-02-07
1033,DLRI,T00030706,微量噴霧器,0.0,6,False,2021-01-01
1916,DLRI,T00030706,微量噴霧器,3.0,7,False,2021-02-17
1917,DLRI,T00030706,微量噴霧器,1.0,8,True,2021-02-25
3086,DLRI,T00030706,微量噴霧器,3.0,9,True,2021-03-05
3088,DLRI,T00030706,微量噴霧器,2.0,10,False,2021-03-13
3090,DLRI,T00030706,微量噴霧器,2.0,11,False,2021-03-21
3091,DLRI,T00030706,微量噴霧器,1.0,12,False,2021-03-27
3093,DLRI,T00030706,微量噴霧器,2.0,13,True,2021-03-30
4649,DLRI,T00030706,微量噴霧器,2.0,14,True,2021-04-09
4652,DLRI,T00030706,微量噴霧器,3.0,15,False,2021-04-17
4656,DLRI,T00030706,微量噴霧器,4.0,16,True,2021-04-25
4659,DLRI,T00030706,微量噴霧器,3.0,17,True,2021-04-30
5993,DLRI,T00030706,微量噴霧器,3.0,18,True,2021-05-08
5995,DLRI,T00030706,微量噴霧器,2.0,19,False,2021-05-16
5997,DLRI,T00030706,微量噴霧器,2.0,20,True,2021-05-21
6003,DLRI,T00030706,微量噴霧器,6.0,21,False,2021-05-30
7147,DLRI,T00030706,微量噴霧器,3.0,22,True,2021-06-04
7151,DLRI,T00030706,微量噴霧器,4.0,23,False,2021-06-12
7155,DLRI,T00030706,微量噴霧器,4.0,24,False,2021-06-20
7158,DLRI,T00030706,微量噴霧器,3.0,25,False,2021-06-26
8671,DLRI,T00030706,微量噴霧器,5.0,26,False,2021-07-04
8673,DLRI,T00030706,微量噴霧器,2.0,27,True,2021-07-09
8676,DLRI,T00030706,微量噴霧器,3.0,28,False,2021-07-17
8681,DLRI,T00030706,微量噴霧器,5.0,29,True,2021-07-23
8684,DLRI,T00030706,微量噴霧器,3.0,30,True,2021-07-30
9895,DLRI,T00030706,微量噴霧器,5.0,31,False,2021-08-07
9898,DLRI,T00030706,微量噴霧器,3.0,32,False,2021-08-15
9902,DLRI,T00030706,微量噴霧器,4.0,33,True,2021-08-20
9905,DLRI,T00030706,微量噴霧器,3.0,34,True,2021-08-27
11265,DLRI,T00030706,微量噴霧器,3.0,35,False,2021-09-04
11268,DLRI,T00030706,微量噴霧器,3.0,36,False,2021-09-12
11271,DLRI,T00030706,微量噴霧器,3.0,37,False,2021-09-19
11273,DLRI,T00030706,微量噴霧器,2.0,38,False,2021-09-25
12561,DLRI,T00030706,微量噴霧器,4.0,39,False,2021-10-03
12564,DLRI,T00030706,微量噴霧器,3.0,40,False,2021-10-06
12570,DLRI,T00030706,微量噴霧器,6.0,41,True,2021-10-15
12574,DLRI,T00030706,微量噴霧器,4.0,42,True,2021-10-22
12578,DLRI,T00030706,微量噴霧器,4.0,43,False,2021-10-30
14235,DLRI,T00030706,微量噴霧器,3.0,44,False,2021-11-07
14238,DLRI,T00030706,微量噴霧器,3.0,45,False,2021-11-14
14241,DLRI,T00030706,微量噴霧器,3.0,46,False,2021-11-20
14244,DLRI,T00030706,微量噴霧器,3.0,47,False,2021-11-27
15569,DLRI,T00030706,微量噴霧器,4.0,48,False,2021-12-05
15571,DLRI,T00030706,微量噴霧器,2.0,49,True,2021-12-09
15574,DLRI,T00030706,微量噴霧器,3.0,50,True,2021-12-17
15576,DLRI,T00030706,微量噴霧器,2.0,51,True,2021-12-24
15577,DLRI,T00030706,微量噴霧器,1.0,52,True,2021-12-29
