,庫房,料號,品名,數量,週,工作日,帳務日期
275,DLRI,A01130509,塑膠灌食空針,14.0,1,False,2021-01-10
286,DLRI,A01130509,塑膠灌食空針,11.0,2,False,2021-01-17
295,DLRI,A01130509,塑膠灌食空針,9.0,3,False,2021-01-23
306,DLRI,A01130509,塑膠灌食空針,10.0,4,True,2021-01-29
1303,DLRI,A01130509,塑膠灌食空針,10.0,5,True,2021-02-05
1313,DLRI,A01130509,塑膠灌食空針,9.0,6,False,2021-02-14
1324,DLRI,A01130509,塑膠灌食空針,11.0,7,False,2021-02-21
1335,DLRI,A01130509,塑膠灌食空針,11.0,8,False,2021-02-27
2195,DLRI,A01130509,塑膠灌食空針,11.0,9,False,2021-03-07
2216,DLRI,A01130509,塑膠灌食空針,19.0,10,False,2021-03-14
2235,DLRI,A01130509,塑膠灌食空針,19.0,11,False,2021-03-20
2252,DLRI,A01130509,塑膠灌食空針,17.0,12,False,2021-03-28
3468,DLRI,A01130509,塑膠灌食空針,13.0,13,False,2021-04-04
3490,DLRI,A01130509,塑膠灌食空針,21.0,14,False,2021-04-10
3507,DLRI,A01130509,塑膠灌食空針,17.0,15,False,2021-04-18
3522,DLRI,A01130509,塑膠灌食空針,15.0,16,False,2021-04-24
5028,DLRI,A01130509,塑膠灌食空針,13.0,17,False,2021-05-02
5045,DLRI,A01130509,塑膠灌食空針,17.0,18,False,2021-05-09
5057,DLRI,A01130509,塑膠灌食空針,12.0,19,False,2021-05-15
5085,DLRI,A01130509,塑膠灌食空針,10.0,20,True,2021-05-20
5084,DLRI,A01130509,塑膠灌食空針,18.0,21,False,2021-05-30
6360,DLRI,A01130509,塑膠灌食空針,15.0,22,False,2021-06-06
6380,DLRI,A01130509,塑膠灌食空針,20.0,23,False,2021-06-13
6399,DLRI,A01130509,塑膠灌食空針,19.0,24,False,2021-06-20
6422,DLRI,A01130509,塑膠灌食空針,23.0,25,False,2021-06-27
7566,DLRI,A01130509,塑膠灌食空針,16.0,26,False,2021-07-04
7581,DLRI,A01130509,塑膠灌食空針,15.0,27,False,2021-07-11
7601,DLRI,A01130509,塑膠灌食空針,20.0,28,False,2021-07-18
7624,DLRI,A01130509,塑膠灌食空針,22.0,29,False,2021-07-25
7640,DLRI,A01130509,塑膠灌食空針,16.0,30,False,2021-07-31
9018,DLRI,A01130509,塑膠灌食空針,19.0,31,False,2021-08-08
9042,DLRI,A01130509,塑膠灌食空針,24.0,32,False,2021-08-15
9060,DLRI,A01130509,塑膠灌食空針,18.0,33,False,2021-08-22
9072,DLRI,A01130509,塑膠灌食空針,12.0,34,False,2021-08-29
10257,DLRI,A01130509,塑膠灌食空針,17.0,35,False,2021-09-05
10275,DLRI,A01130509,塑膠灌食空針,18.0,36,False,2021-09-12
10325,DLRI,A01130509,塑膠灌食空針,20.0,37,False,2021-09-19
10326,DLRI,A01130509,塑膠灌食空針,18.0,38,True,2021-09-26
11647,DLRI,A01130509,塑膠灌食空針,22.0,39,False,2021-10-03
11662,DLRI,A01130509,塑膠灌食空針,14.0,40,True,2021-10-08
11680,DLRI,A01130509,塑膠灌食空針,19.0,41,False,2021-10-17
11696,DLRI,A01130509,塑膠灌食空針,16.0,42,False,2021-10-23
11714,DLRI,A01130509,塑膠灌食空針,18.0,43,False,2021-10-31
13104,DLRI,A01130509,塑膠灌食空針,19.0,44,False,2021-11-07
13120,DLRI,A01130509,塑膠灌食空針,16.0,45,False,2021-11-14
13138,DLRI,A01130509,塑膠灌食空針,18.0,46,False,2021-11-21
13157,DLRI,A01130509,塑膠灌食空針,19.0,47,False,2021-11-28
14643,DLRI,A01130509,塑膠灌食空針,24.0,48,False,2021-12-05
14665,DLRI,A01130509,塑膠灌食空針,20.0,49,False,2021-12-12
14685,DLRI,A01130509,塑膠灌食空針,19.0,50,False,2021-12-19
14708,DLRI,A01130509,塑膠灌食空針,23.0,51,False,2021-12-26
14715,DLRI,A01130509,塑膠灌食空針,7.0,52,True,2021-12-29
