,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數,日期,計價
0,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2020-11-27,True,48,2020,5.0,2.0,,
1,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2020-12-08,True,50,2020,5.0,2.0,,
2,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2020-12-18,True,51,2020,5.0,2.0,,
3,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2020-12-25,True,52,2020,5.0,2.0,,
4,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/1/14,True,2,2021,5.0,2.0,,
5,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/2/1,True,5,2021,5.0,2.0,,
6,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/2/2,True,5,2021,5.0,2.0,,
7,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/2/5,True,5,2021,5.0,2.0,,
8,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/2/6,False,5,2021,5.0,2.0,,
9,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/2/15,False,7,2021,3.0,4.0,,
10,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/3/2,True,9,2021,4.0,3.0,,
11,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/3/5,True,9,2021,4.0,3.0,,
12,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/3/7,False,9,2021,4.0,3.0,,
13,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/3/11,True,10,2021,5.0,2.0,,
14,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/3/31,True,13,2021,4.0,3.0,,
15,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/4/4,False,13,2021,4.0,3.0,,
16,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/4/9,True,14,2021,4.0,3.0,,
17,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/4/13,True,15,2021,5.0,2.0,,
18,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/4/29,True,17,2021,5.0,2.0,,
19,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/5/4,False,18,2021,5.0,2.0,,
20,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/5/22,False,20,2021,5.0,2.0,,
21,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/5/27,True,21,2021,5.0,2.0,,
22,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/5/28,True,21,2021,5.0,2.0,,
23,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/5/31,True,22,2021,5.0,2.0,,
24,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/6/1,True,22,2021,5.0,2.0,,
25,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/6/11,True,23,2021,5.0,2.0,,
26,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/7/5,True,27,2021,5.0,2.0,,
27,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/7/19,True,29,2021,5.0,2.0,,
28,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/7/22,True,29,2021,5.0,2.0,,
29,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/7/26,True,30,2021,5.0,2.0,,
30,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/7/29,True,30,2021,5.0,2.0,,
31,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/7/30,True,30,2021,5.0,2.0,,
32,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/8/2,True,31,2021,5.0,2.0,,
33,DLN6,A46445209,幫浦輸液套 (含加藥筒),2.0,2021/8/5,True,31,2021,5.0,2.0,,
34,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/8/5,True,31,2021,5.0,2.0,,
35,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/9/18,True,37,2021,5.0,2.0,,
36,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/9/23,True,38,2021,3.0,4.0,,
37,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/9/28,True,39,2021,5.0,2.0,,
38,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/9/28,True,39,2021,5.0,2.0,,
39,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/10/12,True,41,2021,4.0,3.0,,
40,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/10/14,True,41,2021,4.0,3.0,,
41,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/11/10,True,45,2021,5.0,2.0,,
42,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/11/10,True,45,2021,5.0,2.0,,
43,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/11/11,True,45,2021,5.0,2.0,,
44,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/11/12,True,45,2021,5.0,2.0,,
45,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/11/14,False,45,2021,5.0,2.0,,
46,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/11/8,True,45,2021,5.0,2.0,,
47,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/11/9,True,45,2021,5.0,2.0,,
48,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/11/17,True,46,2021,5.0,2.0,,
49,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/11/17,True,46,2021,5.0,2.0,,
50,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/11/19,True,46,2021,5.0,2.0,,
51,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/11/24,True,47,2021,5.0,2.0,,
52,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/11/26,True,47,2021,5.0,2.0,,
53,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/11/26,True,47,2021,5.0,2.0,,
54,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/11/30,True,48,2021,5.0,2.0,,
55,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/12/15,True,50,2021,5.0,2.0,,
56,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/12/24,True,51,2021,5.0,2.0,,
57,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/12/26,False,51,2021,5.0,2.0,,
58,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2021/12/27,True,52,2021,4.0,2.0,,
59,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2022-01-05,True,1,2022,5.0,2.0,202201.0,C-計價
60,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2022-01-15,False,2,2022,5.0,2.0,202201.0,C-計價
61,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2022-02-08,True,6,2022,5.0,2.0,202202.0,C-計價
62,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2022-02-09,True,6,2022,5.0,2.0,202202.0,C-計價
63,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2022-02-10,True,6,2022,5.0,2.0,202202.0,C-計價
64,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2022-02-11,True,6,2022,5.0,2.0,202202.0,C-計價
65,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2022-02-12,False,6,2022,5.0,2.0,202202.0,C-計價
66,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2022-02-25,True,8,2022,5.0,2.0,202202.0,C-計價
67,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2022-02-27,False,8,2022,5.0,2.0,202202.0,C-計價
68,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2022-02-27,False,8,2022,5.0,2.0,202202.0,C-計價
69,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2022-03-03,True,9,2022,4.0,3.0,202203.0,C-計價
70,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2022-03-15,True,11,2022,5.0,2.0,202203.0,C-計價
71,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2022-03-18,True,11,2022,5.0,2.0,202203.0,C-計價
72,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2022-03-19,False,11,2022,5.0,2.0,202203.0,C-計價
73,DLN6,A46445209,幫浦輸液套 (含加藥筒),1.0,2022-03-30,True,13,2022,5.0,2.0,202203.0,C-計價
