,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
52246,DLI1,T04220215,微量噴霧器,1.0,1,True,2022-01-07,,
52249,DLI1,T04220215,微量噴霧器,3.0,2,False,2022-01-16,,
52254,DLI1,T04220215,微量噴霧器,5.0,3,False,2022-01-23,,
52256,DLI1,T04220215,微量噴霧器,2.0,4,True,2022-01-29,,
52257,DLI1,T04220215,微量噴霧器,1.0,5,False,2022-02-05,,
52260,DLI1,T04220215,微量噴霧器,3.0,6,True,2022-02-10,,
52245,DLI1,T04220215,微量噴霧器,0.0,7,False,2022-01-01,202201.0,T-不計價
52262,DLI1,T04220215,微量噴霧器,2.0,8,False,2022-02-26,,
52265,DLI1,T04220215,微量噴霧器,3.0,9,False,2022-03-05,,
52267,DLI1,T04220215,微量噴霧器,2.0,10,False,2022-03-12,,
52271,DLI1,T04220215,微量噴霧器,4.0,11,True,2022-03-16,,
52274,DLI1,T04220215,微量噴霧器,3.0,12,False,2022-03-27,,
52278,DLI1,T04220215,微量噴霧器,4.0,13,True,2022-04-02,,
52245,DLI1,T04220215,微量噴霧器,0.0,14,False,2022-01-01,202201.0,T-不計價
52280,DLI1,T04220215,微量噴霧器,2.0,15,True,2022-04-15,,
52281,DLI1,T04220215,微量噴霧器,1.0,16,True,2022-04-18,,
52283,DLI1,T04220215,微量噴霧器,2.0,17,False,2022-05-01,,
52286,DLI1,T04220215,微量噴霧器,3.0,18,False,2022-05-08,,
52288,DLI1,T04220215,微量噴霧器,2.0,19,False,2022-05-15,,
52292,DLI1,T04220215,微量噴霧器,4.0,20,False,2022-05-21,,
52295,DLI1,T04220215,微量噴霧器,3.0,21,False,2022-05-29,,
52298,DLI1,T04220215,微量噴霧器,3.0,22,True,2022-06-02,,
52301,DLI1,T04220215,微量噴霧器,3.0,23,True,2022-06-09,,
52303,DLI1,T04220215,微量噴霧器,2.0,24,True,2022-06-15,,
52305,DLI1,T04220215,微量噴霧器,2.0,25,True,2022-06-22,,
52307,DLI1,T04220215,微量噴霧器,2.0,26,True,2022-07-01,,
52309,DLI1,T04220215,微量噴霧器,2.0,27,True,2022-07-05,,
52245,DLI1,T04220215,微量噴霧器,0.0,28,False,2022-01-01,202201.0,T-不計價
52310,DLI1,T04220215,微量噴霧器,1.0,29,True,2022-07-20,,
52312,DLI1,T04220215,微量噴霧器,2.0,30,False,2022-07-30,,
52315,DLI1,T04220215,微量噴霧器,3.0,31,True,2022-08-05,,
52320,DLI1,T04220215,微量噴霧器,5.0,32,False,2022-08-14,,
52245,DLI1,T04220215,微量噴霧器,0.0,33,False,2022-01-01,202201.0,T-不計價
52322,DLI1,T04220215,微量噴霧器,2.0,34,False,2022-08-28,,
52323,DLI1,T04220215,微量噴霧器,1.0,35,False,2022-09-03,,
52326,DLI1,T04220215,微量噴霧器,3.0,36,False,2022-09-10,,
52327,DLI1,T04220215,微量噴霧器,5.0,37,False,2022-09-12,,
52329,DLI1,T04220215,微量噴霧器,2.0,38,True,2022-09-21,,
52330,DLI1,T04220215,微量噴霧器,1.0,39,True,2022-09-28,,
52331,DLI1,T04220215,微量噴霧器,1.0,40,False,2022-10-07,,
52333,DLI1,T04220215,微量噴霧器,2.0,41,True,2022-10-12,,
52245,DLI1,T04220215,微量噴霧器,0.0,42,False,2022-01-01,202201.0,T-不計價
52336,DLI1,T04220215,微量噴霧器,3.0,43,True,2022-10-28,,
52337,DLI1,T04220215,微量噴霧器,1.0,44,True,2022-11-04,,
52341,DLI1,T04220215,微量噴霧器,4.0,45,True,2022-11-09,,
52343,DLI1,T04220215,微量噴霧器,2.0,46,True,2022-11-17,,
52344,DLI1,T04220215,微量噴霧器,1.0,47,True,2022-11-23,,
52345,DLI1,T04220215,微量噴霧器,1.0,48,True,2022-11-28,,
52346,DLI1,T04220215,微量噴霧器,1.0,49,True,2022-12-08,,
52350,DLI1,T04220215,微量噴霧器,4.0,50,False,2022-12-18,,
52245,DLI1,T04220215,微量噴霧器,0.0,51,False,2022-01-01,202201.0,T-不計價
52352,DLI1,T04220215,微量噴霧器,3.0,52,False,2022-12-31,,
