,庫房,料號,品名,數量,週,工作日,帳務日期
52379,DLI1,T50412005,Edith,22.0,1,False,2022-01-09
52407,DLI1,T50412005,Edith,28.0,2,False,2022-01-16
52439,DLI1,T50412005,Edith,34.0,3,False,2022-01-23
52465,DLI1,T50412005,Edith,26.0,4,True,2022-01-30
52493,DLI1,T50412005,Edith,28.0,5,False,2022-02-06
52522,DLI1,T50412005,Edith,30.0,6,False,2022-02-13
52548,DLI1,T50412005,Edith,26.0,7,False,2022-02-20
52581,DLI1,T50412005,Edith,33.0,8,False,2022-02-27
52615,DLI1,T50412005,Edith,34.0,9,False,2022-03-06
52634,DLI1,T50412005,Edith,19.0,10,False,2022-03-13
52660,DLI1,T50412005,Edith,26.0,11,False,2022-03-20
52676,DLI1,T50412005,Edith,16.0,12,False,2022-03-27
52681,DLI1,T50412005,Edith,5.0,13,True,2022-04-01
52690,DLI1,T50412005,Edith,10.0,14,False,2022-04-10
52721,DLI1,T50412005,Edith,31.0,15,False,2022-04-17
52768,DLI1,T50412005,Edith,49.0,16,True,2022-04-24
52816,DLI1,T50412005,Edith,48.0,17,False,2022-05-01
52865,DLI1,T50412005,Edith,50.0,18,False,2022-05-08
52916,DLI1,T50412005,Edith,51.0,19,False,2022-05-15
52952,DLI1,T50412005,Edith,36.0,20,False,2022-05-22
52993,DLI1,T50412005,Edith,41.0,21,False,2022-05-29
53038,DLI1,T50412005,Edith,45.0,22,False,2022-06-05
53093,DLI1,T50412005,Edith,55.0,23,False,2022-06-12
53123,DLI1,T50412005,Edith,30.0,24,False,2022-06-19
53151,DLI1,T50412005,Edith,28.0,25,False,2022-06-26
53167,DLI1,T50412005,Edith,16.0,26,False,2022-07-03
53198,DLI1,T50412005,Edith,32.0,27,False,2022-07-10
53238,DLI1,T50412005,Edith,40.0,28,False,2022-07-17
53283,DLI1,T50412005,Edith,45.0,29,False,2022-07-24
53326,DLI1,T50412005,Edith,44.0,30,False,2022-07-31
53358,DLI1,T50412005,Edith,32.0,31,False,2022-08-07
53383,DLI1,T50412005,Edith,25.0,32,False,2022-08-14
53408,DLI1,T50412005,Edith,25.0,33,False,2022-08-21
53428,DLI1,T50412005,Edith,20.0,34,True,2022-08-26
53449,DLI1,T50412005,Edith,21.0,35,False,2022-09-04
53471,DLI1,T50412005,Edith,23.0,36,False,2022-09-11
53502,DLI1,T50412005,Edith,31.0,37,False,2022-09-18
53524,DLI1,T50412005,Edith,23.0,38,False,2022-09-25
53541,DLI1,T50412005,Edith,18.0,39,False,2022-10-02
53564,DLI1,T50412005,Edith,24.0,40,True,2022-10-09
53594,DLI1,T50412005,Edith,30.0,41,False,2022-10-16
53618,DLI1,T50412005,Edith,24.0,42,False,2022-10-23
53660,DLI1,T50412005,Edith,43.0,43,False,2022-10-30
53693,DLI1,T50412005,Edith,33.0,44,False,2022-11-06
53718,DLI1,T50412005,Edith,25.0,45,False,2022-11-13
53755,DLI1,T50412005,Edith,37.0,46,False,2022-11-20
53791,DLI1,T50412005,Edith,36.0,47,False,2022-11-27
53826,DLI1,T50412005,Edith,35.0,48,False,2022-12-04
53867,DLI1,T50412005,Edith,41.0,49,False,2022-12-11
53899,DLI1,T50412005,Edith,32.0,50,False,2022-12-18
53936,DLI1,T50412005,Edith,37.0,51,False,2022-12-25
53961,DLI1,T50412005,Edith,28.0,52,False,2022-12-31
