,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
42837,DLI1,D00320301,3-0 尼龍線  Nylon,5.0,1,True,2022-01-07,,
42844,DLI1,D00320301,3-0 尼龍線  Nylon,7.0,2,False,2022-01-15,,
42851,DLI1,D00320301,3-0 尼龍線  Nylon,7.0,3,False,2022-01-23,,
42854,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,4,True,2022-01-29,,
42861,DLI1,D00320301,3-0 尼龍線  Nylon,7.0,5,False,2022-02-04,,
42868,DLI1,D00320301,3-0 尼龍線  Nylon,7.0,6,False,2022-02-12,,
42873,DLI1,D00320301,3-0 尼龍線  Nylon,6.0,7,True,2022-02-18,,
42880,DLI1,D00320301,3-0 尼龍線  Nylon,9.0,8,False,2022-02-26,,
42883,DLI1,D00320301,3-0 尼龍線  Nylon,3.0,9,True,2022-03-02,,
42884,DLI1,D00320301,3-0 尼龍線  Nylon,1.0,10,False,2022-03-12,,
42887,DLI1,D00320301,3-0 尼龍線  Nylon,3.0,11,True,2022-03-17,,
42890,DLI1,D00320301,3-0 尼龍線  Nylon,3.0,12,False,2022-03-27,,
42892,DLI1,D00320301,3-0 尼龍線  Nylon,2.0,13,False,2022-04-03,,
42895,DLI1,D00320301,3-0 尼龍線  Nylon,3.0,14,True,2022-04-08,,
42900,DLI1,D00320301,3-0 尼龍線  Nylon,5.0,15,True,2022-04-15,,
42905,DLI1,D00320301,3-0 尼龍線  Nylon,5.0,16,True,2022-04-24,,
42907,DLI1,D00320301,3-0 尼龍線  Nylon,2.0,17,True,2022-04-28,,
42914,DLI1,D00320301,3-0 尼龍線  Nylon,8.0,18,False,2022-05-08,,
42920,DLI1,D00320301,3-0 尼龍線  Nylon,10.0,19,False,2022-05-15,,
42926,DLI1,D00320301,3-0 尼龍線  Nylon,7.0,20,False,2022-05-22,,
42932,DLI1,D00320301,3-0 尼龍線  Nylon,7.0,21,False,2022-05-29,,
42939,DLI1,D00320301,3-0 尼龍線  Nylon,8.0,22,True,2022-06-02,,
42944,DLI1,D00320301,3-0 尼龍線  Nylon,6.0,23,False,2022-06-12,,
42947,DLI1,D00320301,3-0 尼龍線  Nylon,3.0,24,True,2022-06-16,,
42953,DLI1,D00320301,3-0 尼龍線  Nylon,7.0,25,True,2022-06-23,,
42960,DLI1,D00320301,3-0 尼龍線  Nylon,7.0,26,False,2022-07-03,,
42964,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,27,True,2022-07-08,,
42969,DLI1,D00320301,3-0 尼龍線  Nylon,6.0,28,False,2022-07-16,,
42973,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,29,False,2022-07-23,,
42978,DLI1,D00320301,3-0 尼龍線  Nylon,5.0,30,False,2022-07-31,,
42981,DLI1,D00320301,3-0 尼龍線  Nylon,3.0,31,True,2022-08-02,,
42985,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,32,False,2022-08-14,,
42990,DLI1,D00320301,3-0 尼龍線  Nylon,5.0,33,False,2022-08-21,,
42993,DLI1,D00320301,3-0 尼龍線  Nylon,3.0,34,False,2022-08-28,,
42995,DLI1,D00320301,3-0 尼龍線  Nylon,2.0,35,True,2022-09-01,,
43000,DLI1,D00320301,3-0 尼龍線  Nylon,5.0,36,False,2022-09-11,,
43003,DLI1,D00320301,3-0 尼龍線  Nylon,3.0,37,False,2022-09-17,,
43009,DLI1,D00320301,3-0 尼龍線  Nylon,6.0,38,True,2022-09-23,,
43014,DLI1,D00320301,3-0 尼龍線  Nylon,6.0,39,False,2022-10-02,,
42834,DLI1,D00320301,3-0 尼龍線  Nylon,0.0,40,False,2022-01-03,202201.0,T-不計價
43021,DLI1,D00320301,3-0 尼龍線  Nylon,7.0,41,False,2022-10-16,,
43025,DLI1,D00320301,3-0 尼龍線  Nylon,5.0,42,False,2022-10-22,,
43028,DLI1,D00320301,3-0 尼龍線  Nylon,3.0,43,True,2022-10-28,,
43037,DLI1,D00320301,3-0 尼龍線  Nylon,10.0,44,False,2022-11-06,,
43040,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,45,False,2022-11-13,,
43046,DLI1,D00320301,3-0 尼龍線  Nylon,8.0,46,False,2022-11-20,,
43053,DLI1,D00320301,3-0 尼龍線  Nylon,8.0,47,True,2022-11-25,,
43056,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,48,True,2022-12-02,,
43066,DLI1,D00320301,3-0 尼龍線  Nylon,10.0,49,False,2022-12-11,,
43070,DLI1,D00320301,3-0 尼龍線  Nylon,4.0,50,True,2022-12-16,,
43075,DLI1,D00320301,3-0 尼龍線  Nylon,5.0,51,False,2022-12-25,,
43082,DLI1,D00320301,3-0 尼龍線  Nylon,7.0,52,False,2022-12-31,,
