,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
53966,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,5.0,1,True,2022-01-07,,
53967,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,2,True,2022-01-10,,
53968,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,4.0,3,True,2022-01-20,,
53972,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,4.0,4,True,2022-01-30,,
53975,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,4.0,5,False,2022-02-05,,
53984,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,11.0,6,False,2022-02-13,,
53988,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,7.0,7,False,2022-02-19,,
53989,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,8,True,2022-02-25,,
53991,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,3.0,9,True,2022-03-02,,
53992,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,10,True,2022-03-10,,
53993,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,11,True,2022-03-16,,
53995,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,12,False,2022-03-27,,
53996,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,13,False,2022-04-03,,
53997,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,6.0,14,False,2022-04-09,,
54003,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,6.0,15,False,2022-04-16,,
54009,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,12.0,16,True,2022-04-24,,
54014,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,8.0,17,True,2022-04-28,,
54017,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,3.0,18,False,2022-05-08,,
54020,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,3.0,19,True,2022-05-12,,
54024,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,6.0,20,False,2022-05-22,,
54025,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,3.0,21,False,2022-05-28,,
54029,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,5.0,22,False,2022-06-04,,
54031,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,23,False,2022-06-12,,
54033,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,24,True,2022-06-17,,
54035,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,25,True,2022-06-23,,
54037,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,26,False,2022-07-03,,
54043,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,9.0,27,True,2022-07-08,,
54048,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,7.0,28,False,2022-07-17,,
54052,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,5.0,29,False,2022-07-24,,
54054,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,4.0,30,False,2022-07-31,,
54057,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,3.0,31,True,2022-08-05,,
54059,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,3.0,32,False,2022-08-14,,
54060,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,33,True,2022-08-17,,
54062,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,34,False,2022-08-27,,
54068,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,7.0,35,False,2022-09-04,,
54072,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,7.0,36,False,2022-09-11,,
54076,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,4.0,37,True,2022-09-15,,
54080,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,6.0,38,False,2022-09-25,,
54084,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,5.0,39,True,2022-09-30,,
53962,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,0.0,40,False,2022-01-01,202201.0,T-不計價
54085,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,41,True,2022-10-10,,
53962,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,0.0,42,False,2022-01-01,202201.0,T-不計價
54088,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,4.0,43,True,2022-10-28,,
54090,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,3.0,44,False,2022-11-06,,
54091,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,1.0,45,True,2022-11-10,,
54094,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,7.0,46,True,2022-11-18,,
54097,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,3.0,47,True,2022-11-24,,
54100,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,7.0,48,False,2022-12-04,,
54104,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,10.0,49,False,2022-12-11,,
54108,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,4.0,50,False,2022-12-18,,
54111,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,6.0,51,True,2022-12-23,,
54112,DLI1,U00202042,塑膠三路考克 3Way附Luer Lock,2.0,52,True,2022-12-27,,
