,庫房,料號,品名,數量,週,工作日,帳務日期
17792,DLI1,A01130509,塑膠灌食空針,12.0,1,False,2022-01-09
17808,DLI1,A01130509,塑膠灌食空針,17.0,2,False,2022-01-16
17821,DLI1,A01130509,塑膠灌食空針,13.0,3,False,2022-01-23
17832,DLI1,A01130509,塑膠灌食空針,11.0,4,True,2022-01-30
17842,DLI1,A01130509,塑膠灌食空針,10.0,5,False,2022-02-06
17853,DLI1,A01130509,塑膠灌食空針,13.0,6,False,2022-02-13
17868,DLI1,A01130509,塑膠灌食空針,17.0,7,False,2022-02-20
17883,DLI1,A01130509,塑膠灌食空針,16.0,8,False,2022-02-27
17892,DLI1,A01130509,塑膠灌食空針,9.0,9,False,2022-03-06
17908,DLI1,A01130509,塑膠灌食空針,17.0,10,False,2022-03-13
17920,DLI1,A01130509,塑膠灌食空針,14.0,11,False,2022-03-19
17934,DLI1,A01130509,塑膠灌食空針,14.0,12,False,2022-03-27
17943,DLI1,A01130509,塑膠灌食空針,11.0,13,False,2022-04-03
17956,DLI1,A01130509,塑膠灌食空針,13.0,14,False,2022-04-10
17968,DLI1,A01130509,塑膠灌食空針,15.0,15,False,2022-04-16
17976,DLI1,A01130509,塑膠灌食空針,8.0,16,False,2022-04-23
17987,DLI1,A01130509,塑膠灌食空針,12.0,17,False,2022-05-01
17999,DLI1,A01130509,塑膠灌食空針,12.0,18,False,2022-05-08
18015,DLI1,A01130509,塑膠灌食空針,17.0,19,False,2022-05-15
18032,DLI1,A01130509,塑膠灌食空針,20.0,20,False,2022-05-22
18041,DLI1,A01130509,塑膠灌食空針,10.0,21,False,2022-05-28
18057,DLI1,A01130509,塑膠灌食空針,16.0,22,False,2022-06-05
18072,DLI1,A01130509,塑膠灌食空針,16.0,23,False,2022-06-12
18085,DLI1,A01130509,塑膠灌食空針,14.0,24,False,2022-06-19
18095,DLI1,A01130509,塑膠灌食空針,10.0,25,False,2022-06-26
18104,DLI1,A01130509,塑膠灌食空針,9.0,26,False,2022-07-03
18123,DLI1,A01130509,塑膠灌食空針,20.0,27,False,2022-07-10
18136,DLI1,A01130509,塑膠灌食空針,14.0,28,False,2022-07-17
18153,DLI1,A01130509,塑膠灌食空針,17.0,29,False,2022-07-24
18165,DLI1,A01130509,塑膠灌食空針,12.0,30,False,2022-07-31
18180,DLI1,A01130509,塑膠灌食空針,16.0,31,False,2022-08-07
18188,DLI1,A01130509,塑膠灌食空針,8.0,32,False,2022-08-14
18200,DLI1,A01130509,塑膠灌食空針,13.0,33,False,2022-08-21
18208,DLI1,A01130509,塑膠灌食空針,8.0,34,False,2022-08-28
18218,DLI1,A01130509,塑膠灌食空針,10.0,35,False,2022-09-04
18229,DLI1,A01130509,塑膠灌食空針,11.0,36,False,2022-09-11
18238,DLI1,A01130509,塑膠灌食空針,9.0,37,False,2022-09-17
18246,DLI1,A01130509,塑膠灌食空針,9.0,38,False,2022-09-25
18259,DLI1,A01130509,塑膠灌食空針,13.0,39,False,2022-10-02
18271,DLI1,A01130509,塑膠灌食空針,12.0,40,True,2022-10-09
18281,DLI1,A01130509,塑膠灌食空針,10.0,41,False,2022-10-15
18292,DLI1,A01130509,塑膠灌食空針,11.0,42,False,2022-10-22
18304,DLI1,A01130509,塑膠灌食空針,13.0,43,False,2022-10-30
18316,DLI1,A01130509,塑膠灌食空針,15.0,44,False,2022-11-06
18331,DLI1,A01130509,塑膠灌食空針,16.0,45,False,2022-11-13
18344,DLI1,A01130509,塑膠灌食空針,13.0,46,False,2022-11-20
18357,DLI1,A01130509,塑膠灌食空針,13.0,47,False,2022-11-27
18365,DLI1,A01130509,塑膠灌食空針,8.0,48,False,2022-12-04
18378,DLI1,A01130509,塑膠灌食空針,14.0,49,False,2022-12-11
18390,DLI1,A01130509,塑膠灌食空針,13.0,50,False,2022-12-18
18400,DLI1,A01130509,塑膠灌食空針,10.0,51,False,2022-12-25
18409,DLI1,A01130509,塑膠灌食空針,14.0,52,False,2022-12-31
