,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-21,U00611003,病患識別帶，大人用,粉紅色,個,T,25.0,0.0,0.0,20.0,20.0,0.0,4
1,2019-01-26,U00611003,病患識別帶，大人用,粉紅色,個,T,25.0,0.0,0.0,-20.0,-20.0,0.0,4
2,2019-02-18,U00611003,病患識別帶，大人用,粉紅色,個,T,25.0,0.0,0.0,20.0,20.0,0.0,8
3,2019-03-04,U00611003,病患識別帶，大人用,粉紅色,個,T,25.0,0.0,0.0,20.0,20.0,0.0,10
4,2019-03-18,U00611003,病患識別帶，大人用,粉紅色,個,T,25.0,0.0,0.0,20.0,20.0,0.0,12
5,2019-11-25,U00611003,病患識別帶，大人用,粉紅色,個,T,25.0,0.0,0.0,20.0,20.0,0.0,48
0,2020-04-20,U00611003,病患識別帶，大人用,粉紅色,個,T,25.0,0.0,0.0,10.0,10.0,0.0,17
1,2020-07-13,U00611003,病患識別帶，大人用,粉紅色,個,T,25.0,0.0,0.0,10.0,10.0,0.0,29
2,2020-10-05,U00611003,病患識別帶，大人用,粉紅色,個,T,25.0,0.0,0.0,10.0,10.0,0.0,41
0,2021-01-25,U00611003,病患識別帶，大人用,粉紅色,個,T,25.0,0.0,0.0,25.0,25.0,0.0,4
1,2021-04-19,U00611003,病患識別帶，大人用,粉紅色,個,T,25.0,0.0,0.0,10.0,10.0,0.0,16
2,2021-05-31,U00611003,病患識別帶，大人用,粉紅色,個,T,25.0,0.0,0.0,10.0,10.0,0.0,22
3,2021-09-13,U00611003,病患識別帶，大人用,粉紅色,個,T,25.0,0.0,0.0,10.0,10.0,0.0,37
4,2021-10-04,U00611003,病患識別帶，大人用,粉紅色,個,T,25.0,0.0,0.0,10.0,10.0,0.0,40
5,2021-11-22,U00611003,病患識別帶，大人用,粉紅色,個,T,25.0,0.0,0.0,10.0,10.0,0.0,47
