,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-07,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,2
1,2019-01-28,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,5
2,2019-03-11,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,11
3,2019-07-01,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,3.0,3.0,0.0,27
4,2019-09-23,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,39
5,2019-11-25,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,48
6,2019-12-12,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,50
7,2019-12-30,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,3.0,3.0,0.0,1
0,2020-02-17,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,8
1,2020-02-24,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,4.0,4.0,0.0,9
2,2020-03-02,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,4.0,4.0,0.0,10
3,2020-05-04,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,19
4,2020-05-18,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,3.0,3.0,0.0,21
5,2020-06-15,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,3.0,3.0,0.0,25
6,2020-07-13,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,29
7,2020-08-03,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,32
8,2020-08-17,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,1.0,1.0,0.0,34
9,2020-10-12,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,42
0,2021-01-04,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,1
1,2021-03-05,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,9
2,2021-03-08,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,3.0,3.0,0.0,10
3,2021-03-22,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,12
4,2021-04-01,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,13
5,2021-06-28,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,26
6,2021-06-28,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,26
7,2021-08-05,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,31
8,2021-08-09,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,32
9,2021-08-16,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,33
10,2021-09-06,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,4.0,4.0,0.0,36
11,2021-10-04,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,5.0,5.0,0.0,40
12,2021-10-07,G80501505,藍頭P.T 管(真空無菌),受容量3ml採血量2ml,支,T,5.0,0.0,0.0,2.0,2.0,0.0,40
