,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-14,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,3
1,2019-02-25,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,9
2,2019-03-11,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,11
3,2019-04-22,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,17
4,2019-06-03,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,23
5,2019-06-17,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,25
6,2019-07-08,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,28
7,2019-08-26,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,35
8,2019-10-14,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,42
9,2019-11-11,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,46
10,2019-12-16,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,100.0,100.0,0.0,51
0,2020-02-24,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,9
1,2020-04-13,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,16
2,2020-05-11,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,20
3,2020-06-08,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,24
4,2020-06-22,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,26
5,2020-08-10,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,33
6,2020-09-21,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,39
7,2020-10-12,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,42
8,2020-11-16,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,100.0,0.0,0.0,50.0,50.0,0.0,47
0,2021-02-05,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,20.0,0.0,0.0,100.0,100.0,0.0,5
1,2021-10-18,G80100001,紅頭生化管(真空無菌),受容量7ml採血量6ml,支,T,20.0,0.0,0.0,5.0,5.0,0.0,42
