,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2020-01-21,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,5.0,0.0,0.0,3.0,3.0,0.0,4
1,2020-02-22,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,5.0,0.0,0.0,3.0,3.0,0.0,8
0,2021-04-14,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,15
1,2021-04-23,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,10.0,10.0,0.0,16
2,2021-04-26,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,17
3,2021-04-27,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,17
4,2021-04-29,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,17
5,2021-04-30,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,17
6,2021-05-18,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,20
7,2021-05-19,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,20
8,2021-06-10,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,23
9,2021-06-11,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,23
10,2021-06-10,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,23
11,2021-06-11,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,23
12,2021-08-12,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,32
13,2021-08-25,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,34
14,2021-08-31,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,35
15,2021-09-14,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,37
16,2021-09-22,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,38
17,2021-09-24,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,38
18,2021-09-28,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,39
19,2021-10-04,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,2.0,2.0,0.0,40
20,2021-10-12,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒,T,3.0,0.0,0.0,1.0,1.0,0.0,41
