,庫房,料號,品名,數量,週,工作日,帳務日期
92978,DLN6,K80004044,Push Button Blood Collection,105,1,False,2022-01-09
93039,DLN6,K80004044,Push Button Blood Collection,86,2,False,2022-01-16
93113,DLN6,K80004044,Push Button Blood Collection,116,3,False,2022-01-23
93177,DLN6,K80004044,Push Button Blood Collection,86,4,True,2022-01-30
93222,DLN6,K80004044,Push Button Blood Collection,55,5,False,2022-02-06
93298,DLN6,K80004044,Push Button Blood Collection,92,6,False,2022-02-13
93386,DLN6,K80004044,Push Button Blood Collection,104,7,False,2022-02-20
93428,DLN6,K80004044,Push Button Blood Collection,48,8,False,2022-02-27
93476,DLN6,K80004044,Push Button Blood Collection,70,9,False,2022-03-06
93525,DLN6,K80004044,Push Button Blood Collection,76,10,False,2022-03-13
93582,DLN6,K80004044,Push Button Blood Collection,66,11,False,2022-03-20
93646,DLN6,K80004044,Push Button Blood Collection,101,12,False,2022-03-27
93732,DLN6,K80004044,Push Button Blood Collection,113,13,False,2022-04-03
93815,DLN6,K80004044,Push Button Blood Collection,127,14,False,2022-04-10
93890,DLN6,K80004044,Push Button Blood Collection,92,15,False,2022-04-17
93958,DLN6,K80004044,Push Button Blood Collection,81,16,True,2022-04-24
94036,DLN6,K80004044,Push Button Blood Collection,91,17,False,2022-05-01
94113,DLN6,K80004044,Push Button Blood Collection,114,18,False,2022-05-08
94193,DLN6,K80004044,Push Button Blood Collection,141,19,False,2022-05-15
94264,DLN6,K80004044,Push Button Blood Collection,108,20,False,2022-05-22
94338,DLN6,K80004044,Push Button Blood Collection,137,21,False,2022-05-29
94399,DLN6,K80004044,Push Button Blood Collection,103,22,False,2022-06-05
94466,DLN6,K80004044,Push Button Blood Collection,93,23,False,2022-06-12
94539,DLN6,K80004044,Push Button Blood Collection,97,24,False,2022-06-19
94615,DLN6,K80004044,Push Button Blood Collection,105,25,False,2022-06-26
94701,DLN6,K80004044,Push Button Blood Collection,108,26,False,2022-07-03
94726,DLN6,K80004044,Push Button Blood Collection,33,27,True,2022-07-07
94761,DLN6,K80004044,Push Button Blood Collection,57,28,False,2022-07-17
94831,DLN6,K80004044,Push Button Blood Collection,95,29,False,2022-07-24
94911,DLN6,K80004044,Push Button Blood Collection,114,30,False,2022-07-31
94979,DLN6,K80004044,Push Button Blood Collection,95,31,False,2022-08-07
95041,DLN6,K80004044,Push Button Blood Collection,76,32,False,2022-08-14
95134,DLN6,K80004044,Push Button Blood Collection,119,33,False,2022-08-21
95230,DLN6,K80004044,Push Button Blood Collection,123,34,False,2022-08-28
95321,DLN6,K80004044,Push Button Blood Collection,114,35,False,2022-09-04
95406,DLN6,K80004044,Push Button Blood Collection,106,36,False,2022-09-11
95475,DLN6,K80004044,Push Button Blood Collection,84,37,False,2022-09-18
95553,DLN6,K80004044,Push Button Blood Collection,97,38,False,2022-09-25
95618,DLN6,K80004044,Push Button Blood Collection,88,39,False,2022-10-02
95688,DLN6,K80004044,Push Button Blood Collection,94,40,True,2022-10-09
95740,DLN6,K80004044,Push Button Blood Collection,75,41,False,2022-10-16
95788,DLN6,K80004044,Push Button Blood Collection,62,42,False,2022-10-23
95826,DLN6,K80004044,Push Button Blood Collection,61,43,False,2022-10-30
95903,DLN6,K80004044,Push Button Blood Collection,117,44,False,2022-11-06
95983,DLN6,K80004044,Push Button Blood Collection,102,45,False,2022-11-13
96049,DLN6,K80004044,Push Button Blood Collection,85,46,False,2022-11-20
96109,DLN6,K80004044,Push Button Blood Collection,80,47,False,2022-11-27
96189,DLN6,K80004044,Push Button Blood Collection,127,48,False,2022-12-04
96275,DLN6,K80004044,Push Button Blood Collection,100,49,False,2022-12-11
96353,DLN6,K80004044,Push Button Blood Collection,102,50,False,2022-12-18
96432,DLN6,K80004044,Push Button Blood Collection,98,51,False,2022-12-25
96498,DLN6,K80004044,Push Button Blood Collection,105,52,False,2022-12-31
