,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
96702,DLN6,T01300007,多重濃度氧氣口罩,1,1,True,2022-01-05,,
96705,DLN6,T01300007,多重濃度氧氣口罩,3,2,False,2022-01-16,,
96702,DLN6,T01300007,多重濃度氧氣口罩,0,3,True,2022-01-05,202201.0,T-不計價
96702,DLN6,T01300007,多重濃度氧氣口罩,0,4,True,2022-01-05,202201.0,T-不計價
96706,DLN6,T01300007,多重濃度氧氣口罩,1,5,False,2022-02-04,,
96709,DLN6,T01300007,多重濃度氧氣口罩,4,6,False,2022-02-12,,
96713,DLN6,T01300007,多重濃度氧氣口罩,4,7,False,2022-02-20,,
96714,DLN6,T01300007,多重濃度氧氣口罩,1,8,True,2022-02-23,,
96715,DLN6,T01300007,多重濃度氧氣口罩,1,9,False,2022-03-06,,
96718,DLN6,T01300007,多重濃度氧氣口罩,3,10,True,2022-03-11,,
96719,DLN6,T01300007,多重濃度氧氣口罩,1,11,False,2022-03-20,,
96722,DLN6,T01300007,多重濃度氧氣口罩,3,12,False,2022-03-26,,
96702,DLN6,T01300007,多重濃度氧氣口罩,0,13,True,2022-01-05,202201.0,T-不計價
96723,DLN6,T01300007,多重濃度氧氣口罩,1,14,True,2022-04-06,,
96724,DLN6,T01300007,多重濃度氧氣口罩,1,15,True,2022-04-12,,
96726,DLN6,T01300007,多重濃度氧氣口罩,2,16,True,2022-04-24,,
96729,DLN6,T01300007,多重濃度氧氣口罩,3,17,False,2022-04-30,,
96731,DLN6,T01300007,多重濃度氧氣口罩,2,18,False,2022-05-08,,
96736,DLN6,T01300007,多重濃度氧氣口罩,5,19,False,2022-05-14,,
96737,DLN6,T01300007,多重濃度氧氣口罩,1,20,True,2022-05-19,,
96738,DLN6,T01300007,多重濃度氧氣口罩,1,21,True,2022-05-25,,
96740,DLN6,T01300007,多重濃度氧氣口罩,2,22,False,2022-06-05,,
96743,DLN6,T01300007,多重濃度氧氣口罩,3,23,False,2022-06-12,,
96747,DLN6,T01300007,多重濃度氧氣口罩,4,24,False,2022-06-19,,
96702,DLN6,T01300007,多重濃度氧氣口罩,0,25,True,2022-01-05,202201.0,T-不計價
96748,DLN6,T01300007,多重濃度氧氣口罩,1,26,True,2022-06-30,,
96702,DLN6,T01300007,多重濃度氧氣口罩,0,27,True,2022-01-05,202201.0,T-不計價
96702,DLN6,T01300007,多重濃度氧氣口罩,0,28,True,2022-01-05,202201.0,T-不計價
96749,DLN6,T01300007,多重濃度氧氣口罩,1,29,True,2022-07-21,,
96751,DLN6,T01300007,多重濃度氧氣口罩,2,30,False,2022-07-31,,
96702,DLN6,T01300007,多重濃度氧氣口罩,0,31,True,2022-01-05,202201.0,T-不計價
96755,DLN6,T01300007,多重濃度氧氣口罩,4,32,False,2022-08-14,,
96756,DLN6,T01300007,多重濃度氧氣口罩,1,33,True,2022-08-15,,
96702,DLN6,T01300007,多重濃度氧氣口罩,0,34,True,2022-01-05,202201.0,T-不計價
96759,DLN6,T01300007,多重濃度氧氣口罩,3,35,False,2022-09-03,,
96766,DLN6,T01300007,多重濃度氧氣口罩,7,36,False,2022-09-10,,
96768,DLN6,T01300007,多重濃度氧氣口罩,2,37,False,2022-09-17,,
96774,DLN6,T01300007,多重濃度氧氣口罩,7,38,False,2022-09-25,,
96780,DLN6,T01300007,多重濃度氧氣口罩,6,39,True,2022-09-30,,
96702,DLN6,T01300007,多重濃度氧氣口罩,0,40,True,2022-01-05,202201.0,T-不計價
96783,DLN6,T01300007,多重濃度氧氣口罩,3,41,True,2022-10-13,,
96784,DLN6,T01300007,多重濃度氧氣口罩,1,42,True,2022-10-18,,
96786,DLN6,T01300007,多重濃度氧氣口罩,2,43,True,2022-10-28,,
96788,DLN6,T01300007,多重濃度氧氣口罩,2,44,True,2022-11-04,,
96789,DLN6,T01300007,多重濃度氧氣口罩,1,45,True,2022-11-10,,
96793,DLN6,T01300007,多重濃度氧氣口罩,4,46,False,2022-11-19,,
96794,DLN6,T01300007,多重濃度氧氣口罩,1,47,True,2022-11-23,,
96798,DLN6,T01300007,多重濃度氧氣口罩,4,48,False,2022-12-04,,
96799,DLN6,T01300007,多重濃度氧氣口罩,1,49,True,2022-12-06,,
96702,DLN6,T01300007,多重濃度氧氣口罩,0,50,True,2022-01-05,202201.0,T-不計價
96800,DLN6,T01300007,多重濃度氧氣口罩,1,51,False,2022-12-25,,
96804,DLN6,T01300007,多重濃度氧氣口罩,5,52,True,2022-12-30,,
