,庫房,料號,品名,數量,週,工作日,帳務日期
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,2,1,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,2,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,3,True,2022/1/5
39679,DLN5,C00211067,橡皮導尿管1wayNo12美規,1,4,True,2022/1/27
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,5,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,6,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,7,True,2022/1/5
39680,DLN5,C00211067,橡皮導尿管1wayNo12美規,1,8,True,2022/2/21
39682,DLN5,C00211067,橡皮導尿管1wayNo12美規,2,9,True,2022/3/2
39683,DLN5,C00211067,橡皮導尿管1wayNo12美規,1,10,False,2022/3/12
39684,DLN5,C00211067,橡皮導尿管1wayNo12美規,1,11,True,2022/3/18
39685,DLN5,C00211067,橡皮導尿管1wayNo12美規,1,12,False,2022/3/27
39687,DLN5,C00211067,橡皮導尿管1wayNo12美規,2,13,True,2022/3/31
39689,DLN5,C00211067,橡皮導尿管1wayNo12美規,2,14,True,2022/4/6
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,15,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,16,True,2022/1/5
39690,DLN5,C00211067,橡皮導尿管1wayNo12美規,1,17,True,2022/4/25
39691,DLN5,C00211067,橡皮導尿管1wayNo12美規,1,18,True,2022/5/7
39693,DLN5,C00211067,橡皮導尿管1wayNo12美規,2,19,False,2022/5/15
39694,DLN5,C00211067,橡皮導尿管1wayNo12美規,1,20,True,2022/5/16
39697,DLN5,C00211067,橡皮導尿管1wayNo12美規,3,21,True,2022/5/27
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,22,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,23,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,24,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,25,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,26,True,2022/1/5
39698,DLN5,C00211067,橡皮導尿管1wayNo12美規,1,27,True,2022/7/8
39700,DLN5,C00211067,橡皮導尿管1wayNo12美規,2,28,True,2022/7/15
39702,DLN5,C00211067,橡皮導尿管1wayNo12美規,2,29,True,2022/7/20
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,30,True,2022/1/5
39703,DLN5,C00211067,橡皮導尿管1wayNo12美規,1,31,True,2022/8/3
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,32,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,33,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,34,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,35,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,36,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,37,True,2022/1/5
39704,DLN5,C00211067,橡皮導尿管1wayNo12美規,1,38,True,2022/9/20
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,39,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,40,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,41,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,42,True,2022/1/5
39705,DLN5,C00211067,橡皮導尿管1wayNo12美規,1,43,True,2022/10/27
39706,DLN5,C00211067,橡皮導尿管1wayNo12美規,1,44,True,2022/10/31
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,45,True,2022/1/5
39707,DLN5,C00211067,橡皮導尿管1wayNo12美規,1,46,True,2022/11/18
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,47,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,48,True,2022/1/5
39708,DLN5,C00211067,橡皮導尿管1wayNo12美規,1,49,True,2022/12/8
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,50,True,2022/1/5
39678,DLN5,C00211067,橡皮導尿管1wayNo12美規,0,51,True,2022/1/5
39710,DLN5,C00211067,橡皮導尿管1wayNo12美規,2,52,True,2022/12/28
