,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
9541,DLRI,C13930399,T型連接管,7.0,1,False,2022-01-09,,
9551,DLRI,C13930399,T型連接管,11.0,2,True,2022-01-14,,
9559,DLRI,C13930399,T型連接管,9.0,3,False,2022-01-23,,
9563,DLRI,C13930399,T型連接管,6.0,4,True,2022-01-30,,
9569,DLRI,C13930399,T型連接管,7.0,5,False,2022-02-05,,
9575,DLRI,C13930399,T型連接管,7.0,6,False,2022-02-13,,
9536,DLRI,C13930399,T型連接管,0.0,7,False,2022-01-01,202201.0,C-計價
9576,DLRI,C13930399,T型連接管,1.0,8,False,2022-02-26,,
9577,DLRI,C13930399,T型連接管,2.0,9,True,2022-03-03,,
9581,DLRI,C13930399,T型連接管,4.0,10,False,2022-03-13,,
9582,DLRI,C13930399,T型連接管,1.0,11,True,2022-03-15,,
9583,DLRI,C13930399,T型連接管,1.0,12,True,2022-03-24,,
9585,DLRI,C13930399,T型連接管,2.0,13,True,2022-04-01,,
9592,DLRI,C13930399,T型連接管,10.0,14,False,2022-04-10,,
9599,DLRI,C13930399,T型連接管,10.0,15,False,2022-04-16,,
9612,DLRI,C13930399,T型連接管,19.0,16,True,2022-04-24,,
9623,DLRI,C13930399,T型連接管,12.0,17,False,2022-04-30,,
9630,DLRI,C13930399,T型連接管,10.0,18,False,2022-05-08,,
9638,DLRI,C13930399,T型連接管,9.0,19,False,2022-05-15,,
9644,DLRI,C13930399,T型連接管,7.0,20,False,2022-05-22,,
9658,DLRI,C13930399,T型連接管,15.0,21,False,2022-05-29,,
9663,DLRI,C13930399,T型連接管,5.0,22,False,2022-06-05,,
9664,DLRI,C13930399,T型連接管,1.0,23,True,2022-06-09,,
9667,DLRI,C13930399,T型連接管,4.0,24,False,2022-06-18,,
9671,DLRI,C13930399,T型連接管,4.0,25,False,2022-06-26,,
9675,DLRI,C13930399,T型連接管,4.0,26,False,2022-07-03,,
9678,DLRI,C13930399,T型連接管,3.0,27,True,2022-07-08,,
9688,DLRI,C13930399,T型連接管,13.0,28,False,2022-07-17,,
9696,DLRI,C13930399,T型連接管,10.0,29,False,2022-07-23,,
9703,DLRI,C13930399,T型連接管,8.0,30,True,2022-07-29,,
9706,DLRI,C13930399,T型連接管,3.0,31,False,2022-08-07,,
9708,DLRI,C13930399,T型連接管,2.0,32,True,2022-08-12,,
9714,DLRI,C13930399,T型連接管,6.0,33,False,2022-08-21,,
9719,DLRI,C13930399,T型連接管,6.0,34,False,2022-08-28,,
9722,DLRI,C13930399,T型連接管,5.0,35,False,2022-09-04,,
9725,DLRI,C13930399,T型連接管,6.0,36,True,2022-09-08,,
9727,DLRI,C13930399,T型連接管,2.0,37,False,2022-09-17,,
9735,DLRI,C13930399,T型連接管,9.0,38,False,2022-09-24,,
9738,DLRI,C13930399,T型連接管,6.0,39,False,2022-10-01,,
9741,DLRI,C13930399,T型連接管,3.0,40,False,2022-10-07,,
9745,DLRI,C13930399,T型連接管,4.0,41,True,2022-10-14,,
9752,DLRI,C13930399,T型連接管,7.0,42,False,2022-10-23,,
9755,DLRI,C13930399,T型連接管,4.0,43,False,2022-10-29,,
9760,DLRI,C13930399,T型連接管,9.0,44,False,2022-11-06,,
9763,DLRI,C13930399,T型連接管,3.0,45,False,2022-11-12,,
9768,DLRI,C13930399,T型連接管,5.0,46,False,2022-11-20,,
9769,DLRI,C13930399,T型連接管,1.0,47,True,2022-11-21,,
9772,DLRI,C13930399,T型連接管,4.0,48,True,2022-12-01,,
9774,DLRI,C13930399,T型連接管,2.0,49,True,2022-12-05,,
9775,DLRI,C13930399,T型連接管,1.0,50,False,2022-12-18,,
9777,DLRI,C13930399,T型連接管,2.0,51,True,2022-12-23,,
9782,DLRI,C13930399,T型連接管,6.0,52,True,2022-12-30,,
