,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
13485,DLRI,U90480016,中央靜脈導管包布,1.0,1,True,2022-01-04,,
13486,DLRI,U90480016,中央靜脈導管包布,1.0,2,True,2022-01-12,,
13485,DLRI,U90480016,中央靜脈導管包布,0.0,3,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,4,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,5,True,2022-01-04,202201.0,T-不計價
13488,DLRI,U90480016,中央靜脈導管包布,2.0,6,True,2022-02-11,,
13485,DLRI,U90480016,中央靜脈導管包布,0.0,7,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,8,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,9,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,10,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,11,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,12,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,13,True,2022-01-04,202201.0,T-不計價
13489,DLRI,U90480016,中央靜脈導管包布,1.0,14,False,2022-04-05,,
13490,DLRI,U90480016,中央靜脈導管包布,1.0,15,True,2022-04-12,,
13485,DLRI,U90480016,中央靜脈導管包布,0.0,16,True,2022-01-04,202201.0,T-不計價
13491,DLRI,U90480016,中央靜脈導管包布,1.0,17,True,2022-04-28,,
13492,DLRI,U90480016,中央靜脈導管包布,1.0,18,True,2022-05-06,,
13493,DLRI,U90480016,中央靜脈導管包布,1.0,19,True,2022-05-13,,
13485,DLRI,U90480016,中央靜脈導管包布,0.0,20,True,2022-01-04,202201.0,T-不計價
13495,DLRI,U90480016,中央靜脈導管包布,2.0,21,False,2022-05-28,,
13485,DLRI,U90480016,中央靜脈導管包布,0.0,22,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,23,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,24,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,25,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,26,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,27,True,2022-01-04,202201.0,T-不計價
13497,DLRI,U90480016,中央靜脈導管包布,2.0,28,False,2022-07-17,,
13485,DLRI,U90480016,中央靜脈導管包布,0.0,29,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,30,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,31,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,32,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,33,True,2022-01-04,202201.0,T-不計價
13498,DLRI,U90480016,中央靜脈導管包布,1.0,34,False,2022-08-27,,
13485,DLRI,U90480016,中央靜脈導管包布,0.0,35,True,2022-01-04,202201.0,T-不計價
13499,DLRI,U90480016,中央靜脈導管包布,1.0,36,True,2022-09-08,,
13485,DLRI,U90480016,中央靜脈導管包布,0.0,37,True,2022-01-04,202201.0,T-不計價
13500,DLRI,U90480016,中央靜脈導管包布,1.0,38,True,2022-09-21,,
13502,DLRI,U90480016,中央靜脈導管包布,2.0,39,False,2022-10-01,,
13503,DLRI,U90480016,中央靜脈導管包布,1.0,40,False,2022-10-07,,
13485,DLRI,U90480016,中央靜脈導管包布,0.0,41,True,2022-01-04,202201.0,T-不計價
13504,DLRI,U90480016,中央靜脈導管包布,1.0,42,True,2022-10-20,,
13505,DLRI,U90480016,中央靜脈導管包布,1.0,43,False,2022-10-29,,
13485,DLRI,U90480016,中央靜脈導管包布,0.0,44,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,45,True,2022-01-04,202201.0,T-不計價
13506,DLRI,U90480016,中央靜脈導管包布,2.0,46,False,2022-11-19,,
13507,DLRI,U90480016,中央靜脈導管包布,1.0,47,True,2022-11-21,,
13485,DLRI,U90480016,中央靜脈導管包布,0.0,48,True,2022-01-04,202201.0,T-不計價
13485,DLRI,U90480016,中央靜脈導管包布,0.0,49,True,2022-01-04,202201.0,T-不計價
13508,DLRI,U90480016,中央靜脈導管包布,1.0,50,False,2022-12-18,,
13485,DLRI,U90480016,中央靜脈導管包布,0.0,51,True,2022-01-04,202201.0,T-不計價
13509,DLRI,U90480016,中央靜脈導管包布,1.0,52,True,2022-12-28,,
