,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
24,DLRI,A00120025,2.5-3cc PVC 注射空針,2.0,1,False,2022-01-08,,
24,DLRI,A00120025,2.5-3cc PVC 注射空針,0.0,2,False,2022-01-08,202201.0,T-不計價
24,DLRI,A00120025,2.5-3cc PVC 注射空針,0.0,3,False,2022-01-08,202201.0,T-不計價
24,DLRI,A00120025,2.5-3cc PVC 注射空針,0.0,4,False,2022-01-08,202201.0,T-不計價
24,DLRI,A00120025,2.5-3cc PVC 注射空針,0.0,5,False,2022-01-08,202201.0,T-不計價
24,DLRI,A00120025,2.5-3cc PVC 注射空針,0.0,6,False,2022-01-08,202201.0,T-不計價
27,DLRI,A00120025,2.5-3cc PVC 注射空針,4.0,7,False,2022-02-20,,
31,DLRI,A00120025,2.5-3cc PVC 注射空針,4.0,8,False,2022-02-26,,
35,DLRI,A00120025,2.5-3cc PVC 注射空針,9.0,9,False,2022-03-05,,
39,DLRI,A00120025,2.5-3cc PVC 注射空針,5.0,10,False,2022-03-13,,
24,DLRI,A00120025,2.5-3cc PVC 注射空針,0.0,11,False,2022-01-08,202201.0,T-不計價
40,DLRI,A00120025,2.5-3cc PVC 注射空針,1.0,12,True,2022-03-24,,
41,DLRI,A00120025,2.5-3cc PVC 注射空針,1.0,13,True,2022-03-29,,
48,DLRI,A00120025,2.5-3cc PVC 注射空針,16.0,14,False,2022-04-10,,
53,DLRI,A00120025,2.5-3cc PVC 注射空針,7.0,15,False,2022-04-17,,
62,DLRI,A00120025,2.5-3cc PVC 注射空針,16.0,16,True,2022-04-24,,
76,DLRI,A00120025,2.5-3cc PVC 注射空針,25.0,17,False,2022-05-01,,
85,DLRI,A00120025,2.5-3cc PVC 注射空針,20.0,18,True,2022-05-05,,
94,DLRI,A00120025,2.5-3cc PVC 注射空針,14.0,19,False,2022-05-15,,
101,DLRI,A00120025,2.5-3cc PVC 注射空針,15.0,20,False,2022-05-22,,
115,DLRI,A00120025,2.5-3cc PVC 注射空針,38.0,21,False,2022-05-29,,
121,DLRI,A00120025,2.5-3cc PVC 注射空針,16.0,22,False,2022-06-04,,
122,DLRI,A00120025,2.5-3cc PVC 注射空針,1.0,23,True,2022-06-09,,
128,DLRI,A00120025,2.5-3cc PVC 注射空針,13.0,24,False,2022-06-19,,
133,DLRI,A00120025,2.5-3cc PVC 注射空針,9.0,25,True,2022-06-24,,
137,DLRI,A00120025,2.5-3cc PVC 注射空針,4.0,26,False,2022-07-03,,
139,DLRI,A00120025,2.5-3cc PVC 注射空針,2.0,27,True,2022-07-04,,
149,DLRI,A00120025,2.5-3cc PVC 注射空針,13.0,28,False,2022-07-17,,
164,DLRI,A00120025,2.5-3cc PVC 注射空針,22.0,29,False,2022-07-24,,
180,DLRI,A00120025,2.5-3cc PVC 注射空針,22.0,30,False,2022-07-31,,
190,DLRI,A00120025,2.5-3cc PVC 注射空針,23.0,31,False,2022-08-07,,
197,DLRI,A00120025,2.5-3cc PVC 注射空針,13.0,32,False,2022-08-14,,
208,DLRI,A00120025,2.5-3cc PVC 注射空針,24.0,33,False,2022-08-21,,
217,DLRI,A00120025,2.5-3cc PVC 注射空針,11.0,34,False,2022-08-28,,
228,DLRI,A00120025,2.5-3cc PVC 注射空針,21.0,35,False,2022-09-04,,
236,DLRI,A00120025,2.5-3cc PVC 注射空針,14.0,36,False,2022-09-11,,
246,DLRI,A00120025,2.5-3cc PVC 注射空針,14.0,37,False,2022-09-18,,
258,DLRI,A00120025,2.5-3cc PVC 注射空針,22.0,38,False,2022-09-24,,
266,DLRI,A00120025,2.5-3cc PVC 注射空針,23.0,39,False,2022-10-02,,
279,DLRI,A00120025,2.5-3cc PVC 注射空針,18.0,40,True,2022-10-09,,
285,DLRI,A00120025,2.5-3cc PVC 注射空針,9.0,41,True,2022-10-14,,
291,DLRI,A00120025,2.5-3cc PVC 注射空針,8.0,42,False,2022-10-23,,
297,DLRI,A00120025,2.5-3cc PVC 注射空針,12.0,43,False,2022-10-30,,
310,DLRI,A00120025,2.5-3cc PVC 注射空針,26.0,44,False,2022-11-06,,
318,DLRI,A00120025,2.5-3cc PVC 注射空針,18.0,45,False,2022-11-12,,
325,DLRI,A00120025,2.5-3cc PVC 注射空針,14.0,46,False,2022-11-20,,
334,DLRI,A00120025,2.5-3cc PVC 注射空針,17.0,47,False,2022-11-26,,
339,DLRI,A00120025,2.5-3cc PVC 注射空針,6.0,48,False,2022-12-03,,
345,DLRI,A00120025,2.5-3cc PVC 注射空針,10.0,49,False,2022-12-10,,
349,DLRI,A00120025,2.5-3cc PVC 注射空針,12.0,50,False,2022-12-18,,
358,DLRI,A00120025,2.5-3cc PVC 注射空針,30.0,51,False,2022-12-25,,
370,DLRI,A00120025,2.5-3cc PVC 注射空針,20.0,52,False,2022-12-31,,
