,庫房,料號,品名,數量,週,工作日,帳務日期,日期,計價
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,1.0,1,False,2022-01-08,,
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,2,False,2022-01-08,202201.0,T-不計價
1980,DLRI,A00124417,血氣分析專用採血器 3 cc,1.0,3,True,2022-01-17,,
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,4,False,2022-01-08,202201.0,T-不計價
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,5,False,2022-01-08,202201.0,T-不計價
1981,DLRI,A00124417,血氣分析專用採血器 3 cc,1.0,6,True,2022-02-07,,
1983,DLRI,A00124417,血氣分析專用採血器 3 cc,3.0,7,True,2022-02-18,,
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,8,False,2022-01-08,202201.0,T-不計價
1984,DLRI,A00124417,血氣分析專用採血器 3 cc,2.0,9,True,2022-03-03,,
1985,DLRI,A00124417,血氣分析專用採血器 3 cc,1.0,10,True,2022-03-09,,
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,11,False,2022-01-08,202201.0,T-不計價
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,12,False,2022-01-08,202201.0,T-不計價
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,13,False,2022-01-08,202201.0,T-不計價
1986,DLRI,A00124417,血氣分析專用採血器 3 cc,2.0,14,False,2022-04-05,,
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,15,False,2022-01-08,202201.0,T-不計價
1988,DLRI,A00124417,血氣分析專用採血器 3 cc,2.0,16,True,2022-04-24,,
1991,DLRI,A00124417,血氣分析專用採血器 3 cc,5.0,17,False,2022-04-30,,
1993,DLRI,A00124417,血氣分析專用採血器 3 cc,2.0,18,True,2022-05-05,,
1999,DLRI,A00124417,血氣分析專用採血器 3 cc,10.0,19,False,2022-05-15,,
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,20,False,2022-01-08,202201.0,T-不計價
2002,DLRI,A00124417,血氣分析專用採血器 3 cc,4.0,21,True,2022-05-27,,
2004,DLRI,A00124417,血氣分析專用採血器 3 cc,2.0,22,True,2022-05-31,,
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,23,False,2022-01-08,202201.0,T-不計價
2005,DLRI,A00124417,血氣分析專用採血器 3 cc,1.0,24,True,2022-06-17,,
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,25,False,2022-01-08,202201.0,T-不計價
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,26,False,2022-01-08,202201.0,T-不計價
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,27,False,2022-01-08,202201.0,T-不計價
2006,DLRI,A00124417,血氣分析專用採血器 3 cc,1.0,28,False,2022-07-16,,
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,29,False,2022-01-08,202201.0,T-不計價
2007,DLRI,A00124417,血氣分析專用採血器 3 cc,1.0,30,True,2022-07-26,,
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,31,False,2022-01-08,202201.0,T-不計價
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,32,False,2022-01-08,202201.0,T-不計價
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,33,False,2022-01-08,202201.0,T-不計價
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,34,False,2022-01-08,202201.0,T-不計價
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,35,False,2022-01-08,202201.0,T-不計價
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,36,False,2022-01-08,202201.0,T-不計價
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,37,False,2022-01-08,202201.0,T-不計價
2008,DLRI,A00124417,血氣分析專用採血器 3 cc,1.0,38,False,2022-09-24,,
2011,DLRI,A00124417,血氣分析專用採血器 3 cc,6.0,39,False,2022-10-02,,
2012,DLRI,A00124417,血氣分析專用採血器 3 cc,2.0,40,False,2022-10-03,,
2013,DLRI,A00124417,血氣分析專用採血器 3 cc,1.0,41,True,2022-10-10,,
2015,DLRI,A00124417,血氣分析專用採血器 3 cc,2.0,42,False,2022-10-23,,
2017,DLRI,A00124417,血氣分析專用採血器 3 cc,3.0,43,False,2022-10-29,,
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,44,False,2022-01-08,202201.0,T-不計價
2019,DLRI,A00124417,血氣分析專用採血器 3 cc,2.0,45,False,2022-11-12,,
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,46,False,2022-01-08,202201.0,T-不計價
2021,DLRI,A00124417,血氣分析專用採血器 3 cc,5.0,47,True,2022-11-21,,
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,48,False,2022-01-08,202201.0,T-不計價
2022,DLRI,A00124417,血氣分析專用採血器 3 cc,1.0,49,True,2022-12-09,,
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,50,False,2022-01-08,202201.0,T-不計價
2023,DLRI,A00124417,血氣分析專用採血器 3 cc,1.0,51,True,2022-12-20,,
1979,DLRI,A00124417,血氣分析專用採血器 3 cc,0.0,52,False,2022-01-08,202201.0,T-不計價
