,庫房,料號,品名,數量,帳務日期,日期,計價,工作日,週
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,1
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,2
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,3
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,4
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,5
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,6
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,7
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,8
8735,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,3.0,2022-03-04,,,True,9
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,10
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,11
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,12
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,13
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,14
8737,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,2.0,2022-04-14,,,True,15
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,16
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,17
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,18
8738,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,1.0,2022-05-13,,,True,19
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,20
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,21
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,22
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,23
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,24
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,25
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,26
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,27
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,28
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,29
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,30
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,31
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,32
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,33
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,34
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,35
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,36
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,37
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,38
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,39
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,40
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,41
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,42
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,43
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,44
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,45
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,46
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,47
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,48
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,49
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,50
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,51
8734,DLRI,B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2022-03-03,202203.0,T-不計價,True,52
