,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2021-04-26,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒, ,3.0,0.0,0.0,1.0,1.0,0.0,17
1,2021-05-03,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒, ,3.0,0.0,0.0,7.0,7.0,0.0,18
2,2021-05-05,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒, ,3.0,0.0,0.0,1.0,1.0,0.0,18
3,2021-05-07,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒, ,3.0,0.0,0.0,2.0,2.0,0.0,18
4,2021-05-13,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒, ,3.0,0.0,0.0,1.0,1.0,0.0,19
5,2021-05-28,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒, ,3.0,0.0,0.0,1.0,1.0,0.0,21
6,2021-06-24,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒, ,3.0,0.0,0.0,3.0,3.0,0.0,25
7,2021-07-12,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒, ,3.0,0.0,0.0,1.0,1.0,0.0,28
8,2021-07-23,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒, ,3.0,0.0,0.0,2.0,2.0,0.0,29
9,2021-08-12,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒, ,3.0,0.0,0.0,3.0,3.0,0.0,32
10,2021-08-18,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒, ,3.0,0.0,0.0,2.0,2.0,0.0,33
11,2021-08-31,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒, ,3.0,0.0,0.0,1.0,1.0,0.0,35
12,2021-09-02,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒, ,3.0,0.0,0.0,1.0,1.0,0.0,35
13,2021-09-03,M00030327,二級耳掛式醫療防護口罩,鬆緊帶式,盒, ,3.0,0.0,0.0,2.0,2.0,0.0,35
