,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-25,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,3.0,3.0,0.0,4
1,2019-02-01,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,5
2,2019-03-12,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,4.0,4.0,0.0,11
3,2019-04-11,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,4.0,4.0,0.0,15
4,2019-04-16,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,16
5,2019-06-12,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,24
6,2019-06-25,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,26
7,2019-07-02,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,1.0,1.0,0.0,27
8,2019-07-09,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,28
9,2019-08-13,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,33
10,2019-08-16,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,4.0,4.0,0.0,33
11,2019-09-03,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,36
12,2019-09-10,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,37
13,2019-09-03,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,36
14,2019-09-10,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,37
15,2019-12-24,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,52
0,2020-01-02,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,5.0,5.0,0.0,1
1,2020-01-07,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,2
2,2020-01-14,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,3
3,2020-03-03,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,5.0,5.0,0.0,10
4,2020-03-10,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,7.0,7.0,0.0,11
5,2020-03-17,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,12
6,2020-04-07,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,15
7,2020-06-12,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,5.0,5.0,0.0,24
8,2020-07-06,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,28
9,2020-07-21,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,6.0,6.0,0.0,30
10,2020-08-18,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,34
11,2020-09-01,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,36
12,2020-09-08,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,37
13,2020-09-15,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,38
14,2020-09-29,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,40
15,2020-10-13,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,42
16,2020-11-24,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,48
0,2021-01-04,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,1
1,2021-01-12,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,2
2,2021-01-19,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,3
3,2021-03-12,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,5.0,5.0,0.0,10
4,2021-03-30,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,13
5,2021-05-12,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,19
6,2021-05-25,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,21
7,2021-06-01,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,22
8,2021-07-06,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,27
9,2021-09-14,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,37
10,2021-09-28,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,39
11,2021-11-02,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,44
12,2021-11-30,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,48
13,2021-12-07,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,49
14,2021-12-16,J00202506,尿液收集袋,(24小時使用) 3500CC,個,T,2.0,0.0,0.0,2.0,2.0,0.0,50
