,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-08,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,2
1,2019-01-29,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,5
2,2019-03-05,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,10
3,2019-04-30,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,18
4,2019-05-07,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,19
5,2019-05-21,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,21
6,2019-08-20,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,34
7,2019-09-03,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,36
8,2019-09-03,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,36
9,2019-12-10,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,50
10,2019-12-24,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,52
0,2020-01-07,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,2
1,2020-01-14,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,3
2,2020-02-04,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,6
3,2020-02-22,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,-10.0,-10.0,0.0,8
4,2020-05-19,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,21
5,2020-05-26,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,22
6,2020-06-09,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,24
7,2020-06-23,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,26
8,2020-11-24,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,48
9,2020-12-22,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,52
10,2020-12-29,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,53
0,2021-01-04,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,1
1,2021-02-02,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,5
2,2021-02-09,V04451006,壓舌板,10支/包，500包/箱,包,T,10.0,0.0,0.0,10.0,10.0,0.0,6
