,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-08,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,2
1,2019-01-15,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,3
2,2019-01-29,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,3.0,3.0,0.0,5
3,2019-03-05,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,10
4,2019-03-12,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,2.0,2.0,0.0,11
5,2019-03-28,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,3.0,3.0,0.0,13
6,2019-04-02,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,14
7,2019-04-09,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,3.0,3.0,0.0,15
8,2019-04-16,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,2.0,2.0,0.0,16
9,2019-04-23,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,3.0,3.0,0.0,17
10,2019-04-30,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,3.0,3.0,0.0,18
11,2019-05-07,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,2.0,2.0,0.0,19
12,2019-05-14,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,2.0,2.0,0.0,20
13,2019-05-21,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,21
14,2019-05-28,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,3.0,3.0,0.0,22
15,2019-06-04,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,3.0,3.0,0.0,23
16,2019-06-11,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,2.0,2.0,0.0,24
17,2019-06-18,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,3.0,3.0,0.0,25
18,2019-06-25,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,3.0,3.0,0.0,26
19,2019-07-09,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,1.0,1.0,0.0,28
20,2019-07-16,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,2.0,2.0,0.0,29
21,2019-07-25,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,2.0,2.0,0.0,30
22,2019-07-30,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,3.0,3.0,0.0,31
23,2019-08-06,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,2.0,2.0,0.0,32
24,2019-08-13,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,2.0,2.0,0.0,33
25,2019-08-22,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,34
26,2019-08-27,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,35
27,2019-09-10,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,3.0,3.0,0.0,37
28,2019-09-24,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,2.0,2.0,0.0,39
29,2019-09-10,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,3.0,3.0,0.0,37
30,2019-09-24,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,2.0,2.0,0.0,39
31,2019-11-12,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,46
32,2019-11-19,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,2.0,2.0,0.0,47
33,2019-12-03,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,49
34,2019-12-17,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,3.0,3.0,0.0,51
35,2019-12-24,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,8.0,8.0,0.0,52
0,2020-01-14,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,5.0,5.0,0.0,3
1,2020-01-21,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,3.0,3.0,0.0,4
2,2020-02-22,Z25200010,外科綁帶手術口罩(第2等級),,盒,T,5.0,0.0,0.0,2.0,2.0,0.0,8
