,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
0,2019-01-15,Z24109584,加長調劑防護衣,50PK/CS(羅紋袖),件,T,10.0,0.0,0.0,10.0,10.0,0.0,3
1,2019-01-17,Z24109584,加長調劑防護衣,50PK/CS(羅紋袖),件,T,10.0,0.0,0.0,10.0,10.0,0.0,3
2,2019-01-22,Z24109584,加長調劑防護衣,50PK/CS(羅紋袖),件,T,10.0,0.0,0.0,10.0,10.0,0.0,4
3,2019-01-23,Z24109584,加長調劑防護衣,50PK/CS(羅紋袖),件,T,10.0,0.0,0.0,50.0,50.0,0.0,4
4,2019-02-01,Z24109584,加長調劑防護衣,50PK/CS(羅紋袖),件,T,10.0,0.0,0.0,30.0,30.0,0.0,5
5,2019-06-18,Z24109584,加長調劑防護衣,50PK/CS(羅紋袖),件,T,10.0,0.0,0.0,10.0,10.0,0.0,25
0,2020-01-07,Z24109584,加長調劑防護衣,50PK/CS(羅紋袖),件,T,10.0,0.0,0.0,10.0,10.0,0.0,2
1,2020-01-18,Z24109584,加長調劑防護衣,50PK/CS(羅紋袖),件,T,10.0,0.0,0.0,-10.0,-10.0,0.0,3
0,2021-08-09,Z24109584,加長調劑防護衣,50PK/CS(羅紋袖),件,T,10.0,0.0,0.0,10.0,10.0,0.0,32
1,2021-08-10,Z24109584,加長調劑防護衣,50PK/CS(羅紋袖),件,T,10.0,0.0,0.0,10.0,10.0,0.0,32
